id,createdat,createdby,modifiedat,modifiedby,material_producto_codigo,material_centrologistico_codigo,centrocostogranja_centrocosto_codigo,genetica_codigo,ejercicio,escenario,lote_codigo,fechacolocacion,fechacosecha,cantidad,mortalidad,conversionalimenticia,pesoave,activobiologico,bloqueouser,bloqueoadmin
ae3919d0-efb6-4f8e-bffb-a50be93a2a3b,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000003,2020,1121101004,ROSS,2024,1,R-135,2024-12-20,2025-06-06,8270.0000,4.0000,24.9500,6.0000,,f,f
9c2e44dd-401b-4bc2-bc5e-41ace81b98e0,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000004,2020,1121101004,ROSS,2024,1,R-135,2024-12-20,2025-06-06,1130.0000,4.0000,24.9500,6.0000,,f,f
65a4509a-cf6b-4727-9f2d-a3fc95c2cec1,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000004,2020,1121101001,ROSS,2025,1,R-137,2025-03-26,2025-09-10,1130.0000,4.0000,24.9500,6.0000,,f,f
6519ff08-c6e4-4e17-8faa-abd7d65eb6a4,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000003,2020,1121101001,ROSS,2025,1,R-137,2025-03-26,2025-09-10,8270.0000,4.0000,24.9500,6.0000,,f,f
da59b36d-e9ae-43ce-a7ab-f3cc5f5e7258,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000004,2020,1121101003,ROSS,2025,1,R-138,2025-05-14,2025-10-29,1130.0000,4.0000,24.9500,6.0000,,f,f
a65bb134-44c6-445b-875e-61d1dbc7da0f,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000003,2020,1121101003,ROSS,2025,1,R-138,2025-05-14,2025-10-29,8270.0000,4.0000,24.9500,6.0000,,f,f
92481e3f-e7ae-4567-a151-e7326c94143e,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000004,2020,1121101002,ROSS,2025,1,R-140,2025-08-20,2025-12-31,1130.0000,4.0000,24.9500,6.0000,,f,f
25f3a77f-a8f9-4a48-bdb7-19fc6afc9269,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000003,2020,1121101002,ROSS,2025,1,R-140,2025-08-20,2025-12-31,8270.0000,4.0000,24.9500,6.0000,,f,f
18fa903d-086a-411a-b146-f158bfe58e97,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000003,2020,1121101001,ROSS,2025,1,R-141,2025-10-08,2025-12-31,8270.0000,4.0000,4.0000,6.0000,,f,f
1840ddc4-167d-4130-85c3-6fc52466b1bf,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000004,2020,1121101001,ROSS,2025,1,R-141,2025-10-08,2025-12-31,1130.0000,4.0000,4.0000,6.0000,,f,f
fe9740f5-69b7-401e-9f76-ebcc923b979a,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201003,COBB,2024,1,C-126,2024-03-15,2025-01-10,1060.0000,8.5000,0.9400,10.0000,190000052,f,f
3514da54-1c66-49b1-a494-dbbf1fd923ea,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201003,COBB,2024,1,C-126,2024-03-15,2025-01-10,8033.0000,8.5000,1.1500,10.0000,190000052,f,f
033ecf2c-fefa-4ba0-8842-332eb2d93f17,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201002,COBB,2024,1,C-128,2024-06-28,2025-04-25,1084.0000,8.5000,0.9400,10.0000,190000054,f,f
7611bcc1-b8bc-4556-9d5e-18100e95c0db,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201002,COBB,2024,1,C-128,2024-06-28,2025-04-25,8045.0000,8.5000,1.1500,10.0000,190000054,f,f
f80148ad-882d-48ed-92b3-0c01eb663b17,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201005,COBB,2024,1,C-131,2024-11-29,2025-09-26,7989.0000,8.5000,1.1500,10.0000,190000057,f,f
44d5e01b-b130-4720-8097-8b41d38664d3,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201005,COBB,2024,1,C-131,2024-11-29,2025-09-26,1078.0000,8.5000,0.9400,10.0000,190000057,f,f
d2687fe2-58d7-428d-aee7-0ab98b5b505e,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201007,COBB,2025,1,C-134,2025-04-15,2026-02-10,8000.0000,8.5000,1.1500,10.0000,190000060,f,f
0f077e32-dff7-44e6-a19b-8e98f9656c2a,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201007,COBB,2025,1,C-134,2025-04-15,2026-02-10,1062.0000,8.5000,0.9400,10.0000,190000060,f,f
e88d7f3e-04d7-4a66-9e94-98b313ec1e03,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201001,COBB,2025,1,C-136,2025-07-22,2026-05-19,8010.0000,8.5000,1.1500,10.0000,190000062,f,f
88e8feae-078a-4b08-878e-4c154a83e207,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201001,COBB,2025,1,C-136,2025-07-22,2026-05-19,1071.0000,8.5000,0.9400,10.0000,190000062,f,f
9e6854ed-40ea-461d-986d-78875ca21609,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201003,HUBB,2025,1,H-133,2025-03-01,2025-12-26,1006.0000,9.1000,0.9500,10.0000,190000059,f,f
6a4becb7-325b-47ff-80c7-8ed8c2c05fd2,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201003,HUBB,2025,1,H-133,2025-03-01,2025-12-26,7852.0000,9.1000,1.1700,10.0000,190000059,f,f
0b5c3947-2c14-4b0f-b25e-cfff9c08436b,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201007,ROSS,2024,1,R-127,2024-04-19,2025-02-14,7922.0000,8.5000,1.1700,10.0000,190000053,f,f
b83687a0-9fd5-431b-8ede-732362cdd70e,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201007,ROSS,2024,1,R-127,2024-04-19,2025-02-14,1061.0000,8.5000,0.9500,10.0000,190000053,f,f
6bdb9c56-a0ee-46b8-9b46-d0ef7c3a8e6c,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201001,ROSS,2024,1,R-129,2024-08-16,2025-06-13,1122.0000,8.5000,0.9500,10.0000,190000055,f,f
4b51ab6a-ff05-439f-89e9-d12855e0cfcd,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201001,ROSS,2024,1,R-129,2024-08-16,2025-06-13,7963.0000,8.5000,1.1700,10.0000,190000055,f,f
f2ec7ad2-c187-477e-97ca-3f886dfdc78e,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201006,ROSS,2024,1,R-130,2024-10-11,2025-08-08,7926.0000,8.5000,1.1700,10.0000,190000056,f,f
98b6751d-c945-4715-882f-c6f2d0783e44,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201006,ROSS,2024,1,R-130,2024-10-11,2025-08-08,1067.0000,8.5000,0.9500,10.0000,190000056,f,f
47981a93-6401-4773-a3d5-71cdfb6ae34f,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201004,ROSS,2025,1,R-132,2025-01-08,2025-11-05,7972.0000,8.5000,1.1700,10.0000,190000058,f,f
4a664e46-b276-49bf-8bb4-442597bad655,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201004,ROSS,2025,1,R-132,2025-01-08,2025-11-05,1058.0000,8.5000,0.9500,10.0000,190000058,f,f
629eccb5-6523-402b-868b-3b419530ad90,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000000,2120,1121201002,ROSS,2025,1,R-135,2025-06-06,2026-04-03,1085.0000,8.5000,0.9500,10.0000,190000061,f,f
21c9ee1b-eb5d-400f-9492-23d58ac2d83c,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000005,2120,1121201002,ROSS,2025,1,R-135,2025-06-06,2026-04-03,7939.0000,8.5000,1.1700,10.0000,190000061,f,f
93e9a1ef-8b91-423d-b3f6-db1ee9334c36,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000003,2120,1121201006,ROSS,2025,1,R-137,2025-09-09,2026-07-07,7939.0000,8.5000,1.1700,10.0000,190000063,f,f
00675a3e-250b-439f-9bca-42a1c5b298cb,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000004,2120,1121201006,ROSS,2025,1,R-137,2025-09-09,2026-07-07,1085.0000,8.5000,0.9500,10.0000,190000063,f,f
a3d851e5-8a67-4684-acda-5526c8004ca7,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000004,2120,1121201005,ROSS,2025,1,R-138,2025-10-29,2026-08-26,1085.0000,8.5000,1.1700,10.0000,190000064,f,f
03477ab1-b031-4d5d-9811-b0cf003636e6,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,14000003,2120,1121201005,ROSS,2025,1,R-138,2025-10-29,2026-08-26,7939.0000,8.5000,1.1700,10.0000,190000064,f,f
4175c981-f994-4104-9da9-d7b67915be89,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2024,1,PAV-018,2024-12-02,2025-01-01,6495.0000,0.0350,1.3500,4.3000,,f,f
ac8f7dc5-8072-4fae-a1cf-512f35b37d8b,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-031,2025-01-24,2025-02-23,17625.0000,3.5000,1.3500,4.3000,,f,f
a852c527-1896-4143-9067-af5bccdd3516,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-044,2025-03-19,2025-04-18,5777.0000,0.0350,1.3500,4.3000,,f,f
7c69cf06-66ed-4f46-9792-e050f4e9f657,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-057,2025-05-07,2025-06-06,2980.0000,0.0350,1.3500,4.3000,,f,f
ed5769df-49f3-49e9-8095-992911dc7211,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-070,2025-06-27,2025-07-27,38044.0000,0.0350,1.3500,4.3000,,f,f
9da815be-ca8d-4628-8e8d-2ee19cc63cd1,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-083,2025-08-12,2025-09-11,29354.0000,0.0350,1.3500,4.3000,,f,f
826ba29f-4fd4-4c60-918a-97c88ce1a271,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-096,2025-09-30,2025-10-30,16335.0000,0.0350,1.3500,4.3000,,f,f
2f324a72-fae4-421e-a9e6-61a765ea2540,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-109,2025-11-14,2025-12-14,31428.0000,0.0350,1.3500,4.3000,,f,f
7d004b45-9b32-4afe-ac71-7c7339138793,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2024,1,PAV-149,2024-12-03,2025-01-02,44425.9543,0.0350,1.3500,4.3000,,f,f
5ef311f2-7c87-4e33-b843-c0156814c837,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-162,2025-01-25,2025-02-24,39380.8500,0.0350,1.3500,4.3000,,f,f
d7d060c9-8070-481a-8ade-f9c971fa6e78,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-175,2025-03-20,2025-04-19,42396.3257,0.0350,1.3500,4.3000,,f,f
ad09a710-4423-4d02-9428-2a0743ee4289,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-188,2025-05-08,2025-06-07,44451.9051,0.0350,1.3500,4.3000,,f,f
61236a8e-9b17-42d2-92f3-77bf12e1c581,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-201,2025-06-28,2025-07-28,48153.6000,0.0350,1.3500,4.3000,,f,f
a1d39c4f-b7ed-4a10-948f-164c4571964d,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-214,2025-08-13,2025-09-12,39984.6857,0.0350,1.3500,4.3000,,f,f
22909812-5d6f-4083-a274-988a3fbae886,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-227,2025-10-01,2025-10-31,48125.1086,0.0350,1.3500,4.3000,,f,f
cddaba9d-d531-42f2-ab11-5bfe16f2e343,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-240,2025-11-15,2025-12-15,48125.1086,0.0350,1.3500,4.3000,,f,f
57fb6eef-7379-49dc-9184-656539cefacf,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2024,1,PAV-284,2024-12-04,2025-01-03,44425.9543,0.0350,1.3500,4.3000,,f,f
8b56f94e-9b42-433e-8cd3-5c1c23d69da7,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-297,2025-01-26,2025-02-25,47257.0200,0.0350,1.3500,4.3000,,f,f
0f5bf870-89a0-4960-8aa8-bf06f3e50481,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-310,2025-03-21,2025-04-20,42396.3257,0.0350,1.3500,4.3000,,f,f
d033fdcc-e31c-42de-9eb3-3830873d029f,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-322,2025-05-09,2025-06-08,44451.9051,0.0350,1.3500,4.3000,,f,f
d8a8b26a-a053-4595-b990-6c803bf01c29,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-334,2025-06-29,2025-07-29,41202.6000,0.0350,1.3500,4.3000,,f,f
d03e5122-f257-4d34-ab44-e594ec5ada44,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-346,2025-08-14,2025-09-13,39984.6857,0.0350,1.3500,4.3000,,f,f
85f22f5d-2a2d-46bd-a79f-10d5a9155403,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-359,2025-10-02,2025-11-01,48125.1086,0.0350,1.3500,4.3000,,f,f
98bc1009-9741-4d3c-ac87-a0ff81f68f0d,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-371,2025-11-16,2025-12-16,47847.1086,0.0350,1.3500,4.3000,,f,f
17fe46bc-4bd1-4ad3-9ed3-cd4a552e0e8f,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2024,1,PAV-408,2024-12-05,2025-01-04,32052.9543,0.0350,1.3500,4.3000,,f,f
352e7a69-be35-48d6-9b95-54d5c30fa430,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-418,2025-01-27,2025-02-26,23137.0171,0.0350,1.3500,4.3000,,f,f
17e94a61-c528-4daa-ad95-524d82688d84,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-428,2025-03-22,2025-04-21,36830.3257,0.0350,1.3500,4.3000,,f,f
d3986481-6352-4411-8a04-99b076a374a3,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-437,2025-05-10,2025-06-09,35515.9051,0.0350,1.3500,4.3000,,f,f
3d27038f-52e2-4a21-ac7a-f5e98d6048b2,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-457,2025-08-15,2025-09-14,18076.6857,0.0350,1.3500,4.3000,,f,f
4dd00913-44ed-4785-91d8-a936fe4d1d03,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2300,1123101001,ELCO,2025,1,PAV-466,2025-10-03,2025-11-02,14815.1086,0.0350,1.3500,4.3000,,f,f
35334b1c-49c2-4689-a259-be9fe4c3de94,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2024,1,PAV-019,2024-12-05,2025-01-04,12373.0000,0.0350,1.3500,4.3000,,f,f
4ba9407e-f0a9-423f-9156-fa16e509bed5,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-032,2025-01-27,2025-02-26,17369.0000,0.0350,1.3500,4.3000,,f,f
1902f15e-d9dd-4c93-9cec-2e4e72f26fb6,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-045,2025-03-22,2025-04-21,5566.0000,0.0350,1.3500,4.3000,,f,f
a52e857f-eca0-4580-9501-2ac9a324eaa1,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-058,2025-05-10,2025-06-09,8936.0000,0.0350,1.3500,4.3000,,f,f
f2302bb7-cdcd-42d0-8bd1-b3745ebc4329,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-071,2025-06-29,2025-07-29,6951.0000,0.0350,1.3500,4.3000,,f,f
ed664758-9bb5-421e-ba95-4fccbffbf743,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-084,2025-08-15,2025-09-14,21908.0000,0.0350,1.3500,4.3000,,f,f
90d396bc-0ba8-4fda-8d9c-d522ce19b22a,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-097,2025-10-03,2025-11-02,33310.0000,0.0350,1.3500,4.3000,,f,f
370fdcce-4a4c-4c47-94d6-fd341bc3830e,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-110,2025-11-16,2025-12-16,278.0000,0.0350,1.3500,4.3000,,f,f
4c427cba-bffa-4bb9-a2eb-d2ff1a4f9bb9,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2024,1,PAV-150,2024-12-06,2025-01-05,44425.9543,0.0350,1.3500,4.3000,,f,f
8251fec0-cc32-4c4e-a4cb-4850b916db47,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-163,2025-01-28,2025-02-27,40506.0171,0.0350,1.3500,4.3000,,f,f
68dc9180-4dc1-4ccc-9502-fa98da0d11fd,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-176,2025-03-23,2025-04-22,42396.3257,0.0350,1.3500,4.3000,,f,f
c9868602-a8bc-44c5-b808-28251546c68a,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-189,2025-05-11,2025-06-10,44751.9051,0.0350,1.3500,4.3000,,f,f
1b10e710-1562-4a1d-9a2f-0d3b07dff727,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-202,2025-06-30,2025-07-30,46433.8286,0.0350,1.3500,4.3000,,f,f
8e8ba00c-dc7e-40c9-b328-cc3ea5be6fd9,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-215,2025-08-16,2025-09-15,39984.6857,0.0350,1.3500,4.3000,,f,f
c0280685-eade-459b-bdee-b73301586bd1,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-228,2025-10-04,2025-11-03,48125.1086,0.0350,1.3500,4.3000,,f,f
9c7e5319-4d2c-4349-afd8-4f73a2c02478,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-241,2025-11-17,2025-12-17,40104.2571,0.0350,1.3500,4.3000,,f,f
60fe2d40-af2e-4779-925e-e839de4eb641,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2024,1,PAV-285,2024-12-07,2025-01-06,44425.9543,0.0350,1.3500,4.3000,,f,f
602cee27-094a-437e-84d1-fd06ee35b292,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-298,2025-01-29,2025-02-28,40506.0171,0.0350,1.3500,4.3000,,f,f
a2ecb68e-347e-466e-a361-c74fe11c0a7c,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-311,2025-03-24,2025-04-23,36647.1270,0.0350,1.3500,4.3000,,f,f
0bc63c98-0310-47de-a9f4-5dcec0c12c8b,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-323,2025-05-12,2025-06-11,44451.9051,0.0350,1.3500,4.3000,,f,f
664f2841-ca38-415e-afd9-5db91348a9aa,2025-09-15 21:36:53.005,DEVELOPER,2025-09-15 21:36:53.005,DEVELOPER,16000001,2301,1123102001,ELCO,2025,1,PAV-335,2025-07-01,2025-07-31,46433.8286,0.0350,1.3500,4.3000,,f,f
