id,createdat,createdby,modifiedat,modifiedby,periodo1,periodo2,periodo3,periodo4,periodo5,periodo6,periodo7,periodo8,periodo9,periodo10,periodo11,periodo12,centrologistico_codigo,centrocosto_codigo,clasecosto,tipotarifa,ejercicio,escenario,bloqueouser,bloqueoadmin
e4398d11-f813-4aa5-a865-84b05e8b4641,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,12983.6500,12074.1900,11661.1000,13319.6800,23460.5900,20110.0600,25473.7100,24194.3600,30343.4200,9220.1900,35356.0100,172158.6736,1001,1133000004,CARG_FAB,Importe,2024,1,f,f
00db23ad-fc0b-4605-8bee-0bd013ad188d,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59000.0000,1001,1133000004,CARG_FAB,Cantidad,2024,1,f,f
f3b742d7-ed8f-47e8-ba9a-b4249c613dd4,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,2.9179,1001,1133000004,CARG_FAB,Tarifa,2024,1,f,f
366aab0e-12d0-4f47-9dca-0ab2d32bb207,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,1438678.0150,1421544.3208,1423915.2892,1627384.1908,1667433.6347,1608530.5947,1608530.5947,1606902.9263,1555501.8435,1553874.1751,1502473.0923,1511750.2627,4000,1131100001,MAN_OBRA,Importe,2025,1,f,f
00d994dc-3a63-4bb7-86e0-b3b8a8602168,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,19459.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131100001,MAN_OBRA,Cantidad,2025,1,f,f
57420ce2-5590-4277-8621-44eff01d81fa,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,73.9320,,,,,,,,,,,,4000,1131100001,MAN_OBRA,Tarifa,2025,1,f,f
c898919f-a46f-4081-b6ee-af90aac6bdcf,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,6223085.6472,6119010.4300,6317649.8766,6751566.1340,6836699.0576,6830784.6342,6793125.4102,6767677.2942,6733761.8825,7146146.2635,6885342.7962,6914993.9450,4000,1131100001,CARG_FAB,Importe,2025,1,f,f
25e75441-dfaa-4094-a597-6e660cdfbf75,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,19459.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131100001,CARG_FAB,Cantidad,2025,1,f,f
7e1b4bfa-221e-4536-af99-b15511735a52,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,319.7971,,,,,,,,,,,,4000,1131100001,CARG_FAB,Tarifa,2025,1,f,f
e4941edb-7ed0-44c0-a831-0b9c7e238c4b,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,20350.5600,16617.2000,17739.6700,18761.8000,15058.6700,18235.3700,11488.0100,14293.7900,19166.9100,19712.3300,16229.5400,47120.8833,4000,1131300001,MAN_OBRA,Importe,2024,1,f,f
5cc30aab-fbd2-493f-b2c1-a64cbdcb3e36,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131300001,MAN_OBRA,Cantidad,2024,1,f,f
11825771-617f-4049-8c6c-db4375b86bcc,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,,4000,1131300001,MAN_OBRA,Tarifa,2024,1,f,f
8788636c-ce28-4ec4-b769-d684c6b853d1,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,85474.0500,6932.9900,115691.3700,104293.8700,282567.7200,285440.4600,147172.9200,129834.3600,449783.2200,-223833.5400,105872.1100,290178.0286,4000,1131300001,CARG_FAB,Importe,2024,1,f,f
ae15ebdf-6857-4feb-ba73-3593d02ab8d3,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131300001,CARG_FAB,Cantidad,2024,1,f,f
8166d298-addf-443f-b4ab-cbb1b30af6e8,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,,4000,1131300001,CARG_FAB,Tarifa,2024,1,f,f
7fd0f012-4baf-4c1d-8d21-cad2c3204bfb,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,235719.3568,235719.3568,235719.3568,264008.7445,272423.4645,264008.7445,281684.9949,281684.9949,281684.9949,281142.4387,264008.7445,272466.1883,1000,1132000003,MAN_OBRA,Importe,2025,1,f,f
a498e5f8-e53d-4407-8a94-7c4640b2701c,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,1481820.3249,2764688.6921,1311310.2797,2760872.1935,2443775.2953,2069900.8828,2938866.9012,1899979.5491,2421192.8570,3091165.1679,1712617.6044,2738900.4972,1000,1132000003,MAN_OBRA,Cantidad,2025,1,f,f
2438dd15-a248-42a8-b4f1-ae2b588d818b,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.1591,0.0853,0.1798,0.0956,0.1115,0.1275,0.0958,0.1483,0.1163,0.0910,0.1542,0.0995,1000,1132000003,MAN_OBRA,Tarifa,2025,1,f,f
032fdcab-8365-43b4-9383-75e80d267046,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,411069.6611,402388.3167,371477.4847,452632.6942,438194.2207,404865.4152,392450.8918,401289.8637,394088.6765,418854.5436,396630.4212,403599.3554,1000,1132000003,CARG_FAB,Importe,2025,1,f,f
273c120c-5a5f-493b-983e-d734501ae5d5,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,1481820.3249,2764688.6921,1311310.2797,2760872.1935,2443775.2953,2069900.8828,2938866.9012,1899979.5491,2421192.8570,3091165.1679,1712617.6044,2738900.4972,1000,1132000003,CARG_FAB,Cantidad,2025,1,f,f
6103963e-8970-4407-8f26-58e8b1390b64,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.2774,0.1455,0.2833,0.1639,0.1793,0.1956,0.1335,0.2112,0.1628,0.1355,0.2316,0.1474,1000,1132000003,CARG_FAB,Tarifa,2025,1,f,f
ee6036e2-a931-46e1-8669-ead4c59353c2,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,117437.6937,117437.6937,124987.1981,130626.0633,139040.7833,130626.0633,130626.0633,130626.0633,130626.0633,130626.0633,130626.0633,130626.0633,1001,1133000005,MAN_OBRA,Importe,2025,1,f,f
61442e4b-e0ce-47cd-bef3-d20d4d573895,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,52731.0501,47207.4185,51303.4009,49893.4095,58435.8600,54295.1499,56015.3576,59263.5271,57782.4937,56728.7290,59079.8945,61237.2586,1001,1133000005,MAN_OBRA,Cantidad,2025,1,f,f
9478bdb4-45ff-499b-92a9-439830d0d18e,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,2.2271,2.4877,2.4362,2.6181,2.3794,2.4059,2.3320,2.2042,2.2607,2.3026,2.2110,2.1331,1001,1133000005,MAN_OBRA,Tarifa,2025,1,f,f
5f6ef7c4-6282-44cf-b4bf-e5b0bae53252,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,466321.9246,436136.5743,462219.3447,455934.8049,510959.7763,484197.3329,493880.4546,517302.7894,502057.2330,526001.5295,511830.4370,525757.4289,1001,1133000005,CARG_FAB,Importe,2025,1,f,f
0eb0453b-8c09-4441-8b7c-4c288272f4d0,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,52731.0501,47207.4185,51303.4009,49893.4095,58435.8600,54295.1499,56015.3576,59263.5271,57782.4937,56728.7290,59079.8945,61237.2586,1001,1133000005,CARG_FAB,Cantidad,2025,1,f,f
81cedf46-c158-4a34-8be4-6e5d516631cd,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,8.8434,9.2387,9.0095,9.1382,8.7439,8.9179,8.8169,8.7289,8.6887,9.2722,8.6634,8.5856,1001,1133000005,CARG_FAB,Tarifa,2025,1,f,f
75f1525e-0f61-42e2-94a9-12504fbb9dfb,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,49106.9166,49106.9166,49106.9166,49106.9166,49106.9166,49106.9166,29799.8912,29799.8912,29799.8912,1001,1133000004,MAN_OBRA,Importe,2025,1,f,f
ee2f2629-dc6e-43ca-a39b-59ea8bb4d9ef,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,158193.1500,141622.2555,153910.2027,149680.2284,175307.5801,162885.4496,168046.0729,177790.5814,173347.4813,170186.1871,177239.6837,183711.7759,1001,1133000004,MAN_OBRA,Cantidad,2025,1,f,f
30db3e80-afcb-440e-992a-7c01583933c7,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.3281,0.2801,0.3015,0.2922,0.2762,0.2833,0.1751,0.1681,0.1622,1001,1133000004,MAN_OBRA,Tarifa,2025,1,f,f
b663c3f7-7745-4652-815f-beb95645c756,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,239241.9514,253371.1657,254727.8060,262818.6706,266823.1187,262516.4275,260029.1861,268903.8390,251158.3653,266383.8657,256143.6104,255233.8372,1001,1133000004,CARG_FAB,Importe,2025,1,f,f
96e623bc-040d-48b0-812b-6567d92b3bcc,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,158193.1500,141622.2555,153910.2027,149680.2284,175307.5801,162885.4496,168046.0729,177790.5814,173347.4813,170186.1871,177239.6837,183711.7759,1001,1133000004,CARG_FAB,Cantidad,2025,1,f,f
83668e88-8e1a-4865-a0ef-cac7e7eb4a16,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,1.5123,1.7891,1.6550,1.7559,1.5220,1.6117,1.5474,1.5125,1.4489,1.5652,1.4452,1.3893,1001,1133000004,CARG_FAB,Tarifa,2025,1,f,f
c76d0690-b308-4ad7-b32d-3238b4b0ea19,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,172392.4772,178279.6532,178844.9227,181925.3130,183593.8305,181799.3776,180763.0331,184460.8051,177066.8542,183410.8101,179144.0406,178764.9737,1001,1133000003,CARG_FAB,Importe,2025,1,f,f
6489e958-428e-4038-933a-d400f2b24435,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,65913.8100,59009.2700,64129.2500,62366.7600,73044.8300,67868.9400,70019.2000,74079.4100,72228.1200,70910.9100,73849.8700,76546.5700,1001,1133000003,CARG_FAB,Cantidad,2025,1,f,f
b03766ed-886c-49be-ab56-f76fa229ef7e,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,2.6154,3.0212,2.7888,2.9170,2.5134,2.6787,2.5816,2.4900,2.4515,2.5865,2.4258,2.3354,1001,1133000003,CARG_FAB,Tarifa,2025,1,f,f
c537c794-3968-4fe3-85b3-eef7117af019,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,47143.8714,47143.8714,47143.8714,49266.4989,49266.4989,49266.4989,49266.4989,49266.4989,49266.4989,49266.4989,49266.4989,49266.4989,4000,1131300001,MAN_OBRA,Importe,2025,1,f,f
15938ae7-d647-4daa-b6a6-ec53c3d71650,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,4670.2752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131300001,MAN_OBRA,Cantidad,2025,1,f,f
f94d8424-cf6b-459c-b457-1b9587396bec,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,10.0945,,,,,,,,,,,,4000,1131300001,MAN_OBRA,Tarifa,2025,1,f,f
aa068032-94e0-4d31-8af3-29a175175308,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,113744.4746,106365.5784,106365.5784,106365.5784,108603.7506,111176.5552,108795.0533,108424.0834,106365.5784,106365.5784,110461.0212,106365.5784,4000,1131300001,CARG_FAB,Importe,2025,1,f,f
39ce51cf-eb47-409c-9fe6-2db8159b87a3,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,4670.2752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131300001,CARG_FAB,Cantidad,2025,1,f,f
a93c465d-a6f4-4bd0-9ade-0aadded8db5c,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,24.3550,,,,,,,,,,,,4000,1131300001,CARG_FAB,Tarifa,2025,1,f,f
f76db832-c9c1-4ce7-b1a0-8ce14e869bfe,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,200221.1200,259652.9400,288808.5900,358196.5300,383996.2600,379920.9400,327663.8200,143596.6700,168255.6600,247944.4500,177593.0400,1155647.5583,4000,1131200002,MAN_OBRA,Importe,2024,1,f,f
0224f877-4291-4990-84c2-f0ece4d656c0,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131200002,MAN_OBRA,Cantidad,2024,1,f,f
dafa9149-a211-4673-b971-28f510296d9e,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,,4000,1131200002,MAN_OBRA,Tarifa,2024,1,f,f
c3f8b159-b8b8-4f4c-b9a4-055c13b2cc71,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,143580.8500,139474.3500,106170.8600,158875.0100,130928.8600,129634.7200,218928.8300,128279.3800,139825.5400,138030.4200,159386.8500,184353.2389,4000,1131200002,CARG_FAB,Importe,2024,1,f,f
93a7a6ed-62ec-46be-ac63-3e3a9567b2aa,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131200002,CARG_FAB,Cantidad,2024,1,f,f
3d8a1ef5-c688-4bc0-9f23-e4964d7e239c,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,,4000,1131200002,CARG_FAB,Tarifa,2024,1,f,f
8a3791e7-e468-46b1-a8bb-a27f17d4f3cb,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,2311.7800,1845.9700,2674.2200,7457.6100,2492.0300,2325.8800,2731.9800,2971.9500,3507.2900,7291.4600,3488.8200,25290.0950,1001,1133000002,MAN_OBRA,Importe,2024,1,f,f
324c22ce-5e1e-4ac0-bd99-c64d459dd992,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88828.0000,1001,1133000002,MAN_OBRA,Cantidad,2024,1,f,f
8324ce55-ec91-4b0d-84bb-d2e6fab4af09,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,0.2847,1001,1133000002,MAN_OBRA,Tarifa,2024,1,f,f
4e2a5b95-2368-4e0d-8aa2-241071c8dae7,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,496608.8100,472803.5000,346484.2900,406839.4400,400701.0500,494509.5300,534035.4100,608094.1200,519314.9100,613721.6100,544311.5700,775207.5846,1001,1133000002,CARG_FAB,Importe,2024,1,f,f
ae9df4c4-e825-4137-addb-01041399d980,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88828.0000,1001,1133000002,CARG_FAB,Cantidad,2024,1,f,f
553e1a47-2500-4a9a-a83b-eb85945b12b4,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,8.7271,1001,1133000002,CARG_FAB,Tarifa,2024,1,f,f
83cd6533-eaca-4fb4-b293-af8ebfc418f6,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,468480.4500,305097.3300,335425.4400,248206.8800,228154.6700,328588.2400,237794.6900,279862.6900,425958.2900,476227.9900,449723.4900,1367928.7167,4000,1131100001,MAN_OBRA,Importe,2024,1,f,f
f000d0e3-e87a-42b7-a57d-11e5d2848dcb,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131100001,MAN_OBRA,Cantidad,2024,1,f,f
0d05c087-c9ce-4598-a05b-f02a760f9410,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,,4000,1131100001,MAN_OBRA,Tarifa,2024,1,f,f
8944d352-17db-4221-ba83-9dcc79ee53e6,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,3690782.6000,3301589.9700,3175961.7700,3532983.5000,3211546.3800,2837991.9900,3086024.0100,3031256.2000,2837624.7800,3099963.0200,3579828.4300,5832250.9881,4000,1131100001,CARG_FAB,Importe,2024,1,f,f
3c2576f8-1d1e-4317-a580-a2a59066c017,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131100001,CARG_FAB,Cantidad,2024,1,f,f
e2764819-4005-4ef9-bcc5-c482bd7e46ed,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,,4000,1131100001,CARG_FAB,Tarifa,2024,1,f,f
e7acd07b-d2e3-4784-8e64-31400074cf5a,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,32015.5100,21024.7100,22282.9200,21254.7800,21293.2500,24633.6700,17235.4300,10564.1500,26852.8200,25984.0000,19169.6500,71430.3250,4000,1131700001,MAN_OBRA,Importe,2024,1,f,f
eaaa53a1-2d85-4f8f-bb4a-cf868f8a5012,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000,1131700001,MAN_OBRA,Cantidad,2024,1,f,f
b9dbe621-f892-4737-af13-b9551f840ce4,2025-09-02 22:23:51.371,NMATAMOROS,2025-09-02 22:23:51.371,NMATAMOROS,,,,,,,,,,,,,4000,1131700001,MAN_OBRA,Tarifa,2024,1,f,f
