id,createdat,createdby,modifiedat,modifiedby,reqavicola_id,material_producto_codigo,material_centrologistico_codigo,clasificacion_id,numeroperiodo,cantidad,estimacionhuevo,escenario
573ef610-cc93-4299-a6ea-484cee1b2051,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,6,200.8420,1313947.9115,1
45b7c69f-147b-475e-bbb5-f26ed395e0e6,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,7,268.0770,1313947.9115,1
bea86c1c-c786-4190-9fd4-60990c2c1fbc,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,8,230.2500,1313947.9115,1
f4373d2d-31b5-44ae-85b9-cc535d9952ad,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,9,201.6620,1313947.9115,1
4f616526-1cee-4664-9303-04ecaca7768b,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,10,202.8490,1313947.9115,1
d4fe2941-6132-4a74-8200-8129d9cb9491,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,1,2443.7650,1313947.9115,1
679d1335-ca2a-454d-80ad-2d3056faf155,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,2,2997.0150,1313947.9115,1
f74f7677-76ed-4f82-a10f-93d4eb475861,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,3,1574.1940,1313947.9115,1
c1285e71-864b-455c-b841-dffb5bc2d465,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,4,1549.7190,1313947.9115,1
884689c8-94cc-4fb7-ad16-4fc0196b49a3,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,5,1030.4040,1313947.9115,1
0bea210b-5ce3-4876-ba8e-86881d7d9ff3,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,6,1005.7240,1313947.9115,1
0920f299-6053-41e2-a93c-72d7dcdb3d75,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,7,1342.4050,1313947.9115,1
6b37fd88-8601-4a4b-816d-2d908e43d605,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,8,1152.9830,1313947.9115,1
7c807b91-6623-4539-9e76-a80ad677ee94,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,9,1009.8290,1313947.9115,1
2b3b0ded-b14b-42f7-902e-ffb6fc7e0fdd,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,10,1015.7740,1313947.9115,1
801eebde-b3cb-4405-af28-dc6972e5effc,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,1,410.1250,1313947.9115,1
e69c7b1f-4ca9-488c-bd8f-9c9a64200384,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,2,502.9750,1313947.9115,1
9aca6c68-da0f-4a36-a35e-cff061ddb8a0,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,3,264.1890,1313947.9115,1
fb5f0048-3b86-4208-bb13-98f349bbdb10,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,4,260.0820,1313947.9115,1
1af8a0fe-9444-4ffe-ae12-d149faabe421,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,5,172.9280,1313947.9115,1
dbc1e78f-cd2a-4718-bbd9-99b9e98bf219,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,6,168.7860,1313947.9115,1
56af7822-f323-4358-9131-713ced66268d,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,7,225.2890,1313947.9115,1
db56f583-6034-4893-a227-bae6657255ab,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,8,193.5000,1313947.9115,1
9d4aefb6-1ae0-4673-ac30-c96944f305e3,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,9,169.4750,1313947.9115,1
ef1bbdeb-36a8-4c06-ae99-b040bdd0ce9e,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,10,170.4720,1313947.9115,1
c7ca7c0f-19e2-4c4b-bf30-97d71f7711bb,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,1,73721.0000,1313947.9115,1
c0e838b3-d8c2-4fb3-826d-a5707a2fce9d,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,2,179059.0000,1313947.9115,1
d92909b8-c859-473d-9d01-681864bb9e26,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,3,184532.0000,1313947.9115,1
6b010894-0538-44b5-aecc-67f1386866c4,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,4,2152493.0000,1313947.9115,1
17140f64-baad-44e0-a101-9f2d612c904e,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,5,148361.0000,1313947.9115,1
6b43f671-75fe-4b84-b37b-c66dd91ad6ad,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,6,133025.0000,1313947.9115,1
8c66677b-825b-456b-833a-a9e232c04e2a,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,7,143977.0000,1313947.9115,1
e102bbe1-eea1-4ed5-bc5a-018f9d6a7281,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,8,86700.0000,1313947.9115,1
16228e12-7484-4b0e-9a59-dac6e30cd818,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,9,72462.4250,1313947.9115,1
3c5ed416-c083-4805-b38f-1714d39e0efb,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000004,2120,5572afc9-071e-4b2c-ae83-f51clas0incu,10,71201.2550,1313947.9115,1
4034abc3-93bc-4cdb-a3b7-0a7fb14bfa62,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,1,1302.1470,1313947.9115,1
8a204ede-643b-4bcc-a5e7-d21dfcacc0ee,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,2,1596.9440,1313947.9115,1
5144d9e8-0e25-4d7e-ab82-143eb243787c,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,3,838.8010,1313947.9115,1
c01c9402-7219-4012-8f3d-42400099bf04,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,4,825.7600,1313947.9115,1
f35849a7-a3a9-484c-ac78-77adb0a4873f,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,5,549.0460,1313947.9115,1
07bf20c1-28d3-4e0c-899c-379ec36a50b2,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,6,535.8950,1313947.9115,1
eb7cb23f-7634-4752-803a-0eb43cad9f8f,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,7,715.2930,1313947.9115,1
a0d122b2-6144-40a9-8e78-41aa9284f5f4,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,8,614.3610,1313947.9115,1
6fb086ce-ae14-4fe9-bd1e-5ba2131478fc,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,9,538.0820,1313947.9115,1
bacdce64-7ad0-4024-a84c-b4bf82631db3,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,5a3729ee-b356-451c-83a7-e8c7555a895d,17000010,2120,5572afc9-071e-4b2c-ae83-f51clas0defo,10,541.2500,1313947.9115,1
c7faedcb-1252-42f5-85f0-df60b35807ea,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,1,4116.6490,1309889.1107,1
b37bc48d-a837-48ff-8626-ec678033ffdd,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,2,6901.0830,1309889.1107,1
35133775-4b9d-429d-bddc-0f0a885fe463,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,3,6543.5110,1309889.1107,1
cb592105-ebf1-4ac4-a320-f1842e12cd09,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,4,3851.0590,1309889.1107,1
d9728464-626e-4c86-864e-9d6a2a12584d,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,5,3293.0760,1309889.1107,1
3c9af99c-bc7f-42af-a1a1-5a25c261670b,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,6,4649.0480,1309889.1107,1
a1c86c1e-7b9b-46ff-a989-520045cb67ad,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,7,3579.0370,1309889.1107,1
79f8a885-0580-46a3-9bde-6709c537e58b,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,8,3235.7560,1309889.1107,1
e7a8df39-8417-4ca8-957a-14cd9fc11c6d,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000000,2120,5572afc9-071e-4b2c-ae83-f51clas0jumb,9,3469.8020,1309889.1107,1
e9955485-8459-431d-9949-563aa3f4b45c,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,1,277.5650,1309889.1107,1
d7354c62-8f2f-47e6-b723-617f7ceda143,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,2,465.3060,1309889.1107,1
c4a90782-972d-4142-a078-5ce656a67344,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,3,441.1960,1309889.1107,1
12175be9-899f-47f5-9dde-c7a315564324,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,4,259.6580,1309889.1107,1
96d00623-e25d-4e7f-a95c-a6bc4062155d,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,5,222.0360,1309889.1107,1
787120dc-ddf9-486f-9934-cd226e708722,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,6,313.4620,1309889.1107,1
2cc784ba-1e5d-4b20-9634-38f0e20ec293,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,7,241.3170,1309889.1107,1
d0327ce4-de7c-4f15-a663-09c54f2b2615,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,8,218.1710,1309889.1107,1
19739caa-9c9e-45d0-8249-cad399807f9f,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000001,2120,5572afc9-071e-4b2c-ae83-f51clas0suci,9,233.9510,1309889.1107,1
2ccca0b8-82ab-434a-925b-896131c79a5c,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,1,1389.9140,1309889.1107,1
47251335-b81d-4d87-a37f-aee52131250c,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,2,2330.0290,1309889.1107,1
4fa09fad-25f5-4090-8080-d80cc72c3147,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,3,2209.3010,1309889.1107,1
b2c7a7d6-1461-4d8d-afda-7347fb45738b,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,4,1300.2420,1309889.1107,1
2e8bb2b9-139d-4646-9dc6-c53b62817832,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,5,1111.8490,1309889.1107,1
9c34af09-25d2-4ec6-a14e-cc38e17ea429,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,6,1569.6690,1309889.1107,1
eb90b8c0-a02e-4153-97ac-dcb4a2ecdb54,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,7,1208.3990,1309889.1107,1
5eb88930-8b66-4d76-8a11-defb3980efe5,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,8,1092.4960,1309889.1107,1
0e734761-1c8f-4e8f-a2b3-e49db4497149,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000002,2120,5572afc9-071e-4b2c-ae83-f51clas0pewe,9,1171.5180,1309889.1107,1
528c0e50-28e2-4d9c-8e53-cd415052706e,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,1,233.2630,1309889.1107,1
6d7ea59e-a335-45ad-a458-e2528caff753,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,2,391.0380,1309889.1107,1
147a0ac6-48bb-4412-95c3-de77ee213c61,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,3,370.7760,1309889.1107,1
b17bad55-9389-4296-9a38-0ee738cf6942,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,4,218.2130,1309889.1107,1
2436966c-ddc2-43a0-9de0-691ded2f966c,2025-08-29 21:39:39.099,NMATAMOROS,2025-08-29 21:39:39.099,NMATAMOROS,42b12260-e557-4571-8a48-789e2e8481d1,17000003,2120,5572afc9-071e-4b2c-ae83-f51clas0roto,5,186.5960,1309889.1107,1
