id,createdat,createdby,modifiedat,modifiedby,periodo1,periodo2,periodo3,periodo4,periodo5,periodo6,periodo7,periodo8,periodo9,periodo10,periodo11,periodo12,centroemisor_codigo,centroreceptor_codigo,material_codigo,modo,ejercicio,escenario
d85d8804-2802-439c-943a-cfde5d64c3fb,2025-09-01 20:59:04.789,NMATAMOROS,2025-09-01 20:59:04.789,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50000.0000,2120,6000,17000004,MANUAL,2024,1
b0504b34-0cc4-465b-b7c5-02e35ec2a1f5,2025-09-01 20:59:04.789,NMATAMOROS,2025-09-01 20:59:04.789,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8000.0000,6010,2120,12000043,MANUAL,2024,1
f56c0127-e713-4614-baf4-aabc500a851b,2025-09-01 20:59:04.789,NMATAMOROS,2025-09-01 20:59:04.789,NMATAMOROS,7972.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2020,2120,14000003,MANUAL,2025,1
1b3a98cc-df39-4cd4-9c75-af06ec811f27,2025-09-01 20:59:04.789,NMATAMOROS,2025-09-01 20:59:04.789,NMATAMOROS,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,2120,6000,17000004,MANUAL,2025,1
c25ac614-8837-4002-be5c-9063a8a2259a,2025-09-01 20:59:04.789,NMATAMOROS,2025-09-01 20:59:04.789,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71654.8100,1001,1000,30000000,MANUAL,2024,1
5daeeac3-d7a1-4ec6-9a0f-cad6b47fd4d5,2025-09-01 20:59:04.789,NMATAMOROS,2025-09-01 20:59:04.789,NMATAMOROS,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,45000.0000,6000,2300,16000000,MANUAL,2025,1
9947b246-5349-4410-b527-17a03a012f3c,2025-09-16 23:00:06.009,NMATAMOROS,2025-09-16 23:00:06.009,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7400.0000,6000,2020,18000005,AUTO,2024,1
2d274bd0-d82c-452f-8d9a-971e7f907971,2025-09-16 23:00:06.132,NMATAMOROS,2025-09-16 23:00:06.132,NMATAMOROS,0.0000,4.0000,4.0000,0.0000,4.0000,0.0000,1.0000,1.0000,0.0000,4.0000,1.0000,0.0000,6000,2020,18000320,AUTO,2025,1
d9a8e31b-4867-4867-b4d7-2540bf670f44,2025-09-16 23:00:06.165,NMATAMOROS,2025-09-16 23:00:06.165,NMATAMOROS,1000.0000,6400.0000,1000.0000,1000.0000,0.0000,1000.0000,6400.0000,1000.0000,1000.0000,0.0000,1000.0000,0.0000,6000,2020,18000005,AUTO,2025,1
7fb46ab1-6330-45bb-ad75-f65b3a5b7a0f,2025-09-01 20:59:04.789,NMATAMOROS,2025-09-01 20:59:04.789,NMATAMOROS,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,2000.0000,4000,5000,21000040,MANUAL,2025,1
f039be4e-7939-4230-8fd5-451dcba28e65,2025-09-16 23:00:06.667,NMATAMOROS,2025-09-16 23:00:06.667,NMATAMOROS,21600.0000,17400.0000,7200.0000,17400.0000,3000.0000,7200.0000,10200.0000,2000.0000,8200.0000,3000.0000,7200.0000,2000.0000,6010,2020,18000047,AUTO,2025,1
5f0840fe-152a-4237-8c1f-f4e2bab1d191,2025-09-16 23:00:06.958,NMATAMOROS,2025-09-16 23:00:06.958,NMATAMOROS,0.0000,21883.1604,48142.9528,45954.6366,10964.8849,46052.5166,59210.3786,0.0000,0.0000,10964.8849,46052.5166,59210.3786,1000,2020,12000006,AUTO,2025,1
0cf7063e-bd31-47fc-ac47-3bea708ed1d0,2025-09-16 23:00:06.974,NMATAMOROS,2025-09-16 23:00:06.974,NMATAMOROS,73585.1835,44524.3842,42427.2060,80000.3697,29563.6149,4059.8640,10014.3312,16947.0684,43262.7921,30375.5877,3778.9008,5522.7168,1000,2020,12000005,AUTO,2025,1
78381507-f522-465b-8750-6608ff1d6ea2,2025-09-16 23:00:05.274,NMATAMOROS,2025-09-16 23:00:05.274,NMATAMOROS,101468.6155,91480.0608,101424.5130,96599.3045,114299.3788,105486.3649,109190.8388,116469.4520,98563.4118,120545.4856,116138.1534,107888.6986,1001,1000,30000001,AUTO,2025,1
fdc8fad7-185f-4c2c-b5ce-96676baae689,2025-09-16 23:00:05.776,NMATAMOROS,2025-09-16 23:00:05.776,NMATAMOROS,16400.0000,7200.0000,9200.0000,8200.0000,1000.0000,2000.0000,0.0000,9200.0000,8200.0000,1000.0000,2000.0000,0.0000,6000,2020,18000291,AUTO,2025,1
ffa3ccc8-1211-43a4-98d5-990402d35427,2025-09-16 23:00:05.811,NMATAMOROS,2025-09-16 23:00:05.811,NMATAMOROS,7600.0000,7400.0000,13000.0000,6600.0000,8400.0000,6600.0000,1000.0000,1000.0000,1000.0000,8400.0000,6600.0000,1000.0000,6000,2020,18000303,AUTO,2025,1
f09c6767-337f-486a-b948-91642e776d51,2025-09-16 23:00:05.957,NMATAMOROS,2025-09-16 23:00:05.957,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,6000,2020,18000310,AUTO,2024,1
35d61e59-15cb-40a8-96eb-d18a09a43c49,2025-09-16 23:00:05.994,NMATAMOROS,2025-09-16 23:00:05.994,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6000,2020,18000063,AUTO,2024,1
03676836-ea8a-4c10-bb1a-a22e7d051e55,2025-09-16 23:00:06.112,NMATAMOROS,2025-09-16 23:00:06.112,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8200.0000,6000,2020,18000007,AUTO,2024,1
49f7351e-bb78-498d-9ab2-a92051bcbeeb,2025-09-16 23:00:06.149,NMATAMOROS,2025-09-16 23:00:06.149,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3000.0000,6000,2020,18000047,AUTO,2024,1
f998453c-f8b4-4b02-911f-72c8191859d8,2025-09-16 23:00:06.271,NMATAMOROS,2025-09-16 23:00:06.271,NMATAMOROS,8200.0000,7200.0000,1000.0000,8200.0000,0.0000,1000.0000,1000.0000,0.0000,8200.0000,0.0000,1000.0000,1000.0000,6000,2020,18000044,AUTO,2025,1
ce4a3f31-bc16-458b-a9f9-c73ba5292407,2025-09-16 23:00:06.649,NMATAMOROS,2025-09-16 23:00:06.649,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8200.0000,6010,2020,18000007,AUTO,2024,1
df260138-b631-4116-9f4d-632d53408d4e,2025-09-16 23:00:06.93,NMATAMOROS,2025-09-16 23:00:06.93,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11067.9241,1000,2020,12000004,AUTO,2024,1
e6878f73-8efc-49ca-badc-4844b50ff372,2025-09-16 23:00:07.009,NMATAMOROS,2025-09-16 23:00:07.009,NMATAMOROS,45291.1045,63635.3264,15908.8316,0.0000,76550.5920,15760.4160,0.0000,7307.7552,5413.1520,9473.0160,0.0000,1623.9456,1000,2020,12000030,AUTO,2025,1
292351e6-6132-4f63-8b1a-50581d48cf48,2025-09-16 23:00:05.298,NMATAMOROS,2025-09-16 23:00:05.298,NMATAMOROS,64053.8918,58345.9230,62568.1552,66413.7287,71992.2937,66300.4828,71556.1324,72696.6198,65249.0444,76840.8734,73237.1460,67758.6379,1001,1000,30000000,AUTO,2025,1
ac6643cf-857a-4817-9e1a-f86f1ae866e5,2025-09-16 23:00:05.511,NMATAMOROS,2025-09-16 23:00:05.511,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2300,4000,16000001,AUTO,2025,1
d30dce44-4117-40f6-9d0d-06539cf2d90d,2025-09-16 23:00:05.858,NMATAMOROS,2025-09-16 23:00:05.858,NMATAMOROS,21600.0000,17400.0000,7200.0000,17400.0000,3000.0000,7200.0000,10200.0000,2000.0000,8200.0000,3000.0000,7200.0000,2000.0000,6000,2020,18000047,AUTO,2025,1
f2fb9af9-15e9-43b5-a6a5-85446a43d119,2025-09-16 23:00:05.881,NMATAMOROS,2025-09-16 23:00:05.881,NMATAMOROS,8200.0000,1000.0000,7200.0000,1000.0000,0.0000,1000.0000,1000.0000,7200.0000,1000.0000,1000.0000,0.0000,0.0000,6000,2020,18000210,AUTO,2025,1
7656358e-58b3-4954-a487-b38034106fa9,2025-09-16 23:00:06.027,NMATAMOROS,2025-09-16 23:00:06.027,NMATAMOROS,8200.0000,1000.0000,7200.0000,1000.0000,7200.0000,1000.0000,1000.0000,0.0000,1000.0000,8200.0000,0.0000,1000.0000,6000,2020,18000063,AUTO,2025,1
8a14778f-ded8-4761-99bf-5aef41e54ac8,2025-09-16 23:00:06.047,NMATAMOROS,2025-09-16 23:00:06.047,NMATAMOROS,4.0000,4.0000,4.0000,4.0000,0.0000,4.0000,0.0000,4.0000,0.0000,0.0000,4.0000,0.0000,6000,2020,18000300,AUTO,2025,1
31325fb0-6c21-455f-9013-ab137daaaddc,2025-09-16 23:00:06.18,NMATAMOROS,2025-09-16 23:00:06.18,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7200.0000,6000,2020,18000210,AUTO,2024,1
dbf21be6-3ef7-4fb0-9779-aed82d95281e,2025-09-16 23:00:06.196,NMATAMOROS,2025-09-16 23:00:06.196,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,6000,2020,18000320,AUTO,2024,1
e8569b76-cb02-4ac1-94db-51267560f7ca,2025-09-16 23:00:06.944,NMATAMOROS,2025-09-16 23:00:06.944,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61048.8576,1000,2020,12000030,AUTO,2024,1
f0b2af83-3e02-4a6d-bba2-499354c6dfce,2025-09-16 23:00:07.025,NMATAMOROS,2025-09-16 23:00:07.025,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2035.4292,1000,2120,12000043,AUTO,2024,1
45f0366f-2b8e-490d-8c69-9a53d8a73b1f,2025-09-16 23:00:05.533,NMATAMOROS,2025-09-16 23:00:05.533,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2300,4000,16000001,AUTO,2024,1
5bcd5d28-4f5f-4b38-ab0a-6763ec60902b,2025-09-16 23:00:05.709,NMATAMOROS,2025-09-16 23:00:05.709,NMATAMOROS,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6000,2020,18000035,AUTO,2025,1
b5f11b72-9c56-439c-a69c-e2d00d0109b7,2025-09-16 23:00:05.902,NMATAMOROS,2025-09-16 23:00:05.902,NMATAMOROS,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,6000,2020,18000310,AUTO,2025,1
c993b3c6-34f6-463a-b7b6-870be7508133,2025-09-16 23:00:06.064,NMATAMOROS,2025-09-16 23:00:06.064,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6000,2020,18000044,AUTO,2024,1
b6bf1472-912a-4230-aaf0-7c557c046d7f,2025-09-16 23:00:06.215,NMATAMOROS,2025-09-16 23:00:06.215,NMATAMOROS,10000.0000,2000.0000,8000.0000,2000.0000,2000.0000,0.0000,2000.0000,8000.0000,2000.0000,2000.0000,0.0000,0.0000,6000,2020,18000110,AUTO,2025,1
a3ab7019-2943-46ac-a330-905492c0d8c0,2025-09-16 23:00:06.684,NMATAMOROS,2025-09-16 23:00:06.684,NMATAMOROS,0.0000,4.0000,4.0000,0.0000,4.0000,0.0000,1.0000,1.0000,0.0000,4.0000,1.0000,0.0000,6010,2020,18000320,AUTO,2025,1
57dec372-1d97-457f-b0db-5cc123cb95d4,2025-09-16 23:00:07.039,NMATAMOROS,2025-09-16 23:00:07.039,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58077.4556,1000,2020,12000005,AUTO,2024,1
f10cc674-6af6-49a0-810d-19ce24137e6d,2025-09-16 23:00:05.725,NMATAMOROS,2025-09-16 23:00:05.725,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6800.0000,6000,2020,18000051,AUTO,2024,1
cd4790b6-f780-4dc6-a17a-48cab671f3fc,2025-09-16 23:00:05.924,NMATAMOROS,2025-09-16 23:00:05.924,NMATAMOROS,0.0000,2.0000,0.0000,2.0000,2.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,6000,2020,18000074,AUTO,2025,1
932b9df7-8f4c-4b68-8928-8839aec04895,2025-09-16 23:00:06.078,NMATAMOROS,2025-09-16 23:00:06.078,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6000,2020,18000110,AUTO,2024,1
e4f2c8ab-15c7-4811-a6a2-c57c5bf40971,2025-09-16 23:00:06.232,NMATAMOROS,2025-09-16 23:00:06.232,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,6000,2020,18000074,AUTO,2024,1
852da7b7-1482-448c-b091-1f48de0dba0d,2025-09-16 23:00:06.708,NMATAMOROS,2025-09-16 23:00:06.708,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7400.0000,6010,2020,18000303,AUTO,2024,1
15108236-ee0d-4835-baf8-9c9e167c5659,2025-09-16 23:00:06.916,NMATAMOROS,2025-09-16 23:00:06.916,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,2020,12000006,AUTO,2024,1
7e87ae3f-53da-4c7b-b588-0a33ec765f2d,2025-09-16 23:00:07.052,NMATAMOROS,2025-09-16 23:00:07.052,NMATAMOROS,22514.8800,13157.8620,10964.8850,3247.8912,1082.6304,2165.2608,13157.8620,11506.2002,2706.5760,260.3520,260.3520,0.0000,1000,2020,12000004,AUTO,2025,1
ce17e5a1-35aa-4e85-86df-4ebbed2836bc,2025-09-16 23:00:05.753,NMATAMOROS,2025-09-16 23:00:05.753,NMATAMOROS,8200.0000,5800.0000,13000.0000,9200.0000,5800.0000,8200.0000,1000.0000,1000.0000,2000.0000,5800.0000,8200.0000,2000.0000,6000,2020,18000051,AUTO,2025,1
175f6242-e360-406d-b4d1-a4af3fb22b44,2025-09-16 23:00:05.94,NMATAMOROS,2025-09-16 23:00:05.94,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,6000,2020,18000035,AUTO,2024,1
c6c91c5f-2749-46c4-95af-077af782fdd3,2025-09-16 23:00:06.096,NMATAMOROS,2025-09-16 23:00:06.096,NMATAMOROS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8200.0000,6000,2020,18000291,AUTO,2024,1
83b232e1-6a80-4faf-ba56-6090db9d6bb2,2025-09-16 23:00:06.251,NMATAMOROS,2025-09-16 23:00:06.251,NMATAMOROS,0.0000,8200.0000,1000.0000,7200.0000,1000.0000,0.0000,1000.0000,1000.0000,7200.0000,1000.0000,1000.0000,0.0000,6000,2020,18000007,AUTO,2025,1
a41e4686-895c-410c-9c6c-602e877617f9,2025-09-16 23:00:06.993,NMATAMOROS,2025-09-16 23:00:06.993,NMATAMOROS,2632.0592,1862.7952,2028.5564,2118.9276,1857.4301,2023.3352,2184.7097,2352.1316,1942.0489,2029.0610,2027.6496,1684.6525,1000,2120,12000043,AUTO,2025,1
