id,createdat,createdby,modifiedat,modifiedby,unidadproductiva_codigo,centrologistico_codigo,lote_codigo,materialprincipal_codigo,materialsecundario_codigo,genetica_codigo,ejercicio,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,bloqueouser,bloqueoadmin,escenario
48150a4d-d4f7-41c6-b94f-135b2e3db3b1,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2611,PAV-185,16000001,12000022,ELCO,2025,0.0000,0.0000,0.0000,0.0000,85206.4961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
c6baaa78-0e98-4a9f-97bc-678410e78b02,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2608,PAV-610,16000001,12000024,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53587.7425,0.0000,0.0000,0.0000,0.0000,,,1
548b228e-95de-4766-a9ce-3fd11b6c2e44,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2302,PAV-447,16000001,12000002,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3417.6700,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
8f57ceab-e139-49a2-9f84-b36892c8ae77,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2609,PAV-423,16000001,12000021,ELCO,2025,0.0000,14103.3078,7051.6539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
f93253c7-c9cb-4fa7-b440-b2be3c0f5aa1,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2300,PAV-322,16000001,12000003,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,77385.8980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
4bc44f7e-6d38-453d-b9a3-3231c864d80f,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,R-140,14000004,12000004,ROSS,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,541.3152,2706.5760,0.0000,0.0000,0.0000,,,1
19ffa6b5-e8be-4b04-9d49-87a4bf4f8fd4,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2302,PAV-213,16000001,12000000,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24363.1359,0.0000,0.0000,0.0000,0.0000,,,1
b5125447-c180-462a-b7e8-96cd1cce9ae2,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2612,PAV-236,16000001,12000021,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25134.1632,0.0000,,,1
2367006a-9b11-4f9c-9446-50e78333cb84,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,R-130,14000000,14000000,ROSS,2025,5187.0000,4112.0000,4078.0000,4044.0000,5009.0000,3968.0000,3936.0000,1954.0000,0.0000,0.0000,0.0000,0.0000,,,1
9e6a89b2-5c61-43f4-ba19-aedf00bd991d,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,R-141,14000004,18000210,ROSS,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,,,1
7d320ff7-af15-4dd3-831c-dea54bf785c5,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2614,PAV-022,16000001,12000021,ELCO,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14608.3338,,,1
b0cf39d8-590e-420d-86ce-f33f0847d2fa,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2303,PAV-220,16000001,12000002,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58646.3802,39097.5868,0.0000,0.0000,,,1
bb9573ec-c4a6-44fe-8753-8223036bdf8b,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2303,PAV-076,16000001,12000001,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26393.9888,46189.4804,0.0000,0.0000,0.0000,0.0000,,,1
1809c89b-95f5-47d8-94eb-3264b36f73a8,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2608,PAV-026,16000001,12000021,ELCO,2025,6841.6992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
a34b86fd-5522-47a9-8420-fecd22ca47c2,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2610,PAV-060,16000001,12000021,ELCO,2025,0.0000,0.0000,0.0000,0.0000,4152.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
30b60bcc-997e-426a-ba42-a51d07c56ca1,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2613,PAV-059,16000001,12000024,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,26447.6080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
6891193f-ba9e-4756-905a-844a31911622,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2614,PAV-350,16000001,12000021,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2408.5656,4817.1312,0.0000,0.0000,0.0000,,,1
02878bea-2841-4476-8034-4fb7740c78fd,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2613,PAV-098,16000001,12000022,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4136.3553,0.0000,0.0000,,,1
6cc3e4c3-9c8e-48df-96a7-6e6f95e2711b,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2609,PAV-575,16000001,12000024,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73351.3755,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
c5338bfe-96db-4b5d-82aa-a870fd12651f,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,C-136,14000004,14000004,COBB,2025,0.0000,3320.0000,4405.0000,5469.0000,4346.0000,4320.0000,4294.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
0b264738-e034-48d1-a7f1-037652c79b76,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,R-138,14000004,12000004,ROSS,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.5391,34.8464,,,1
23fc1eff-57f4-4e86-9ef1-55d638ae9a6d,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2404,PAV-094,16000001,12000003,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46344.2455,0.0000,0.0000,,,1
6f08a98a-af0c-4cd4-9674-60ca1ad758d7,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,R-140,14000004,14000002,ROSS,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1130.0000,0.0000,0.0000,0.0000,0.0000,,,1
3b2ded08-2538-422d-8bfd-9d23ee7f65c3,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2609,PAV-627,16000001,12000022,ELCO,2025,0.0000,0.0000,95293.5016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
6b6b261b-e938-4473-949c-a6d628f36766,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,H-133,14000004,18000303,HUBB,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,,,1
92a4c4e0-d912-4844-a39f-5d5f71705abb,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,C-136,14000005,12000043,COBB,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,505.7115,674.2820,842.8525,,,1
80bc0056-1e60-4c7c-9843-a5c740b91962,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,R-138,14000003,14000003,ROSS,2025,0.0000,0.0000,0.0000,0.0000,16498.0000,32832.0000,40730.0000,32336.0000,32115.0000,39834.0000,0.0000,0.0000,,,1
8d8ef3ed-cb67-48b0-b506-18399e8a6f0e,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2613,PAV-506,16000001,12000023,ELCO,2025,0.0000,82269.2960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
839fb5ed-86cd-4be6-99a0-16dd79501e53,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,R-132,14000005,18000047,ROSS,2025,10000.0000,0.0000,10000.0000,0.0000,0.0000,0.0000,14000.0000,10000.0000,0.0000,0.0000,0.0000,0.0000,,,1
3dd45db3-3fed-4d4c-a574-b09df3e7a2e5,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2401,PAV-364,16000001,12000001,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,161.7476,1617.4760,0.0000,,,1
6e9dc579-94e2-4f66-838f-54d9a2fdc041,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,R-129,14000000,12000060,ROSS,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.0120,78.0240,78.0240,97.5300,78.0240,,,1
0b44a189-82ac-43b9-ae11-6f94fd539ea5,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2609,PAV-208,16000001,12000022,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16242.0904,73089.4068,0.0000,0.0000,0.0000,0.0000,,,1
9098cd78-aa21-428a-81ec-b6b741fb951a,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2608,PAV-424,16000001,12000021,ELCO,2025,0.0000,0.0000,25989.1371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
440e47d4-b68c-4318-9bd4-0cf8447cec9c,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2301,PAV-215,16000001,12000000,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20882.6874,0.0000,0.0000,0.0000,0.0000,,,1
e0d430a1-3f40-43bc-82f3-52a97753cb07,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,C-131,14000005,12000043,COBB,2025,0.0000,336.2570,672.5140,672.5140,840.6425,672.5140,672.5140,840.6425,420.3213,0.0000,0.0000,0.0000,,,1
684fb41e-70db-4bf6-a695-0ebbeb3bd65a,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,C-136,14000003,18000300,COBB,2025,0.0000,0.0000,4.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
55ab28e0-2b8f-403e-bb49-7881847df20f,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,C-136,14000003,12000004,COBB,2025,0.0000,11605.7655,9671.4713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
b3b0d4e0-f26d-45f6-a268-be0d598354bf,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2608,PAV-424,16000001,12000024,ELCO,2025,0.0000,0.0000,69304.3652,17326.0913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
c7a8e315-50b5-4888-b81e-2cb896899395,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2613,PAV-570,16000001,12000022,ELCO,2025,0.0000,0.0000,0.0000,38631.6755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
18427385-877e-43e1-b498-d63235424be5,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2300,PAV-083,16000001,12000003,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51102.0990,0.0000,0.0000,0.0000,,,1
5292199b-19bc-47bd-84f8-0d7386669fe5,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,R-135,14000005,18000047,ROSS,2026,10000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
f38c7415-e4d0-4077-9f61-b79acfa567d5,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2614,PAV-205,16000001,12000024,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80836.2100,0.0000,0.0000,0.0000,0.0000,,,1
f1d1583c-4bbd-4214-8651-47c7f1ce851e,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,R-132,14000003,18000303,ROSS,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6400.0000,5600.0000,0.0000,,,1
069c676f-03b4-4cd5-958c-a179da3e9fed,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2303,PAV-155,16000001,12000000,ELCO,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8846.1608,,,1
53c2eac4-f999-464f-a842-a7afa5508279,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2612,PAV-454,16000001,12000021,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24363.1359,0.0000,0.0000,0.0000,0.0000,,,1
99704799-a49e-4030-ace5-c890b5cf296c,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2301,PAV-228,16000001,12000003,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33512.2172,50268.3258,0.0000,,,1
49306244-6b46-4961-82cf-61fa1c870889,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,C-134,14000005,18000047,COBB,2025,0.0000,0.0000,0.0000,0.0000,0.0000,10000.0000,10000.0000,10000.0000,10000.0000,11000.0000,0.0000,5000.0000,,,1
3f3c2c34-2a59-402a-8219-c763403a3a82,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2401,PAV-036,16000001,12000001,ELCO,2025,0.0000,4956.6632,8674.1606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
61ce4289-636e-4910-a055-c3d8180233c3,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,R-129,14000005,12000042,ROSS,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,340.9916,767.2311,681.9832,170.4958,0.0000,,,1
f635f896-5801-4081-8ef0-b6eb8c46e9d4,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2301,PAV-176,16000001,12000000,ELCO,2025,0.0000,0.0000,19681.9624,2460.2453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
ea1f0e70-7d6a-4851-9e22-57893f5bb67b,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2301,PAV-323,16000001,12000001,ELCO,2025,0.0000,0.0000,0.0000,0.0000,77385.8980,7738.5898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
d2400698-a458-4afa-ba50-1bc63a0b63d7,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2610,PAV-047,16000001,12000023,ELCO,2025,0.0000,0.0000,0.0000,52528.7585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
6bc19e59-8a6c-4638-81d1-473476e3b68c,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2610,PAV-243,16000001,12000022,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80638.7725,,,1
9eeaefcf-5ab0-4d95-85c7-c3e4cef20952,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,H-133,14000003,18000007,HUBB,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7200.0000,0.0000,,,1
a2c78343-001f-401d-b9cc-994df9fc5086,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,R-137,14000003,14000003,ROSS,2025,0.0000,0.0000,0.0000,41143.0000,32667.0000,32446.0000,40247.0000,31950.0000,15892.0000,0.0000,0.0000,0.0000,,,1
ce21ec4a-c8db-4429-8703-ecb5bdeec7c6,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2614,PAV-529,16000001,12000022,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64968.3616,24363.1356,0.0000,0.0000,0.0000,0.0000,,,1
d12be8ba-3522-4914-ac57-0ed3ed68dce7,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2614,PAV-562,16000001,12000024,ELCO,2025,68241.8125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
bd098209-a6e9-41d7-8dc3-1b65f6790519,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2609,PAV-304,16000001,12000021,ELCO,2025,0.0000,16453.8591,4701.1026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
a3df712f-c2d9-4778-81a3-b09bfaab5baf,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,C-128,14000005,12000042,COBB,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,761.8815,846.5350,338.6140,0.0000,0.0000,0.0000,,,1
9a2cadfe-da09-4b8a-b7ba-d65dcc8e77fb,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2608,PAV-525,16000001,12000024,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73351.3755,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
a0fb61ce-db3d-422d-acf6-d08ca292ffbb,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,DES,2020,R-135,14000003,14000003,ROSS,2025,41074.0000,32612.0000,32391.0000,32170.0000,39903.0000,7939.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
ae2673bc-6361-4710-8add-cca24ebf3221,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,ENG,2613,PAV-242,16000001,12000023,ELCO,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81453.3055,,,1
b5745541-199a-43fa-847f-338fb5374aef,2025-09-02 21:05:11.942,NMATAMOROS,2025-09-02 21:05:11.942,NMATAMOROS,POS,2120,R-129,14000000,12000060,ROSS,2025,97.5300,78.0240,78.0240,78.0240,97.5300,19.5060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1
