id,createdat,createdby,modifiedat,modifiedby,sociedadfi_codigo,indicadorcuenta,ejercicio,moneda_code,importep1,importep2,importep3,importep4,importep5,importep6,importep7,importep8,importep9,importep10,importep11,importep12,empleado_codigo,bloqueouser,bloqueoadmin,escenario,agrupador_codigo
3b0a44bd-e883-4792-aac3-12a00dc19270,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,23404.7356,29061.2059,40579.1043,42793.8269,47538.0765,40197.7848,42393.9772,48624.9518,46459.4249,43114.6565,37565.7932,41184.0063,,f,f,1,2_EE_OP25
881d4313-14c1-48e6-81e3-aeacd17091f7,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,16120.5572,14640.2536,24079.0154,18045.0069,31224.3453,21808.6308,28361.1115,29427.5393,27839.3747,34302.4780,29395.7095,29823.2690,,f,f,1,2_EE_GA25
9abc83b3-daa4-4227-9659-9e679daee163,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,690083.5374,706946.0311,768973.7000,688372.3825,733140.3716,690254.1642,686721.5133,719542.4839,687084.5015,712502.9702,764771.7620,700479.9358,,f,f,1,2_EE_BO25
7320b7a3-e057-4c7e-95cd-d213f081eed9,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,15816.7127,17198.1727,17890.6736,19573.9221,22281.1647,21582.9782,17570.6221,19534.2306,17585.1373,22903.2995,23683.0609,24783.0552,,f,f,1,2_EE_GPB25
4f48316e-43fa-48f2-a070-166ca3c7ed09,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,76247.4801,98532.0572,114886.4188,104205.2443,121149.8088,123991.1579,130525.2167,151142.8854,143838.1243,134069.8397,140070.9686,138636.8090,,f,f,1,2_EE_GNA25
d455d8d0-75b1-4d17-9a21-d41511ac3f1b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,32576.3082,33781.5309,37456.4313,38729.4810,38313.2251,40027.2083,41569.2776,46602.1614,44219.4161,44260.0250,44386.5652,44555.1873,,f,f,1,2_EE_SK25
759d4def-b822-4358-9bda-912ea2d6b859,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,27327.4978,22551.8568,26057.3996,26536.4876,25683.1623,23883.5905,20957.7302,21696.6836,21595.3349,20394.6450,20314.6813,20848.5924,,f,f,1,2_EE_SV25
3735cf4c-b4f3-448c-9e54-c3c5daf6cf23,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,80000.0000,69018.2652,67691.3209,66640.0685,68510.7389,71743.4041,52964.3888,116985.2061,119138.7638,117321.7906,117166.8053,122755.7181,,f,f,1,2_EE_SL25
300b55d5-5754-4e85-94d6-8883dffdd14f,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,32000.0000,32425.9194,31990.8896,34545.5333,35625.8671,37506.4749,36701.2125,34971.9896,35390.3084,34001.2184,31934.3768,35945.1207,,f,f,1,2_EE_SS25
e571a2ab-df16-4166-aab2-1c2143e0a6a8,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,280000.0000,294844.0795,290015.0682,305150.6819,306676.3817,322619.0024,305567.0668,300790.2127,324614.0437,307892.1248,325861.1497,334100.6882,,f,f,1,2_EE_CS25
fe9e465a-44ef-415f-b1d8-40b5bf17e42c,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOENERGI,2025,HNL,1200.0000,1231.8087,1221.7213,1253.6016,1256.7355,1289.4013,1255.3258,1245.5137,1294.8386,1261.4880,1524.5511,1696.2807,,f,f,1,2_EE_SC25
573927a7-bc62-4e7d-af3a-8fac61b001be,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,25000.0000,1400.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1400.0000,0.0000,,f,f,1,3_SI_GR25
06b6ba85-b859-4780-ab80-76de6bb9fe2a,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,6900.0000,0.0000,0.0000,600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
6c3e0872-2f9c-4ad5-8eb0-96fe8b181d6b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
e0a3b203-d81e-43c4-b4e5-957871801847,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
139a99f1-f9ea-4967-929b-76a5c169c075,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
8cfabd1a-18b6-48b3-9365-18111a58a007,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
d84ecc93-c5a9-49d3-bf5e-d7a5bdc045d3,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
f0c5c434-b3ac-4152-9604-6f872ea0bdb8,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,4500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
9a9af6a2-985e-4886-90a1-5141aaa915c2,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
d563ef83-30fc-4294-ac64-eea121a561ac,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c4112444-49d8-4615-9e8b-fb9e83974277,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
df7d4c78-cbaf-449e-996b-bd9a11c22245,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
5da26554-e413-4863-849a-08a8fdf65286,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
7ddfae83-6a54-4df9-b89d-4b77e6bdb9cc,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
e23aa719-fac2-42b5-b316-07caa819f782,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,4800.0000,14680.0000,4500.0000,700.0000,1800.0000,380.0000,4400.0000,300.0000,6300.0000,5200.0000,300.0000,0.0000,,f,f,1,3_SI_GR25
f852005b-02b0-482a-89f8-3e11efe7d61c,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,27000.0000,21000.0000,27000.0000,30000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
b09d6468-3036-4548-b3ce-38d2ae592909,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
e5ef54e1-e282-4110-a491-bdb6156f1a7f,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,2500.0000,5000.0000,0.0000,0.0000,0.0000,0.0000,8750.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
6622a5d5-d120-4626-8948-b3ba5ecc2164,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,6500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
aa9c05a2-34ad-4a8a-b5de-00a9a62a508b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
9f6ad2e6-ee7c-49c8-859a-68e98cc5659c,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,2000.0000,0.0000,2500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2000.0000,,f,f,1,3_SI_GR25
bb5391a4-d64e-4efe-9449-8f64ab68fb81,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,1500.0000,0.0000,2500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,,f,f,1,3_SI_GR25
795bb44e-1ce7-439b-a4cd-3e29baa4d17f,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,1000.0000,0.0000,2500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2000.0000,,f,f,1,3_SI_GR25
aefc35ef-cdd0-465b-83e7-7b12f90a68fd,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,1500.0000,0.0000,4800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
19101c91-6dc0-4806-b288-45c57e309f22,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
6e72aa44-7295-4770-bf50-ee2e573cb972,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
212def9d-f986-4083-8bb7-d7cb4560a379,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,14050.0000,5070.0000,12000.0000,7000.0000,0.0000,6850.0000,9500.0000,6000.0000,0.0000,7000.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c5b4fdf6-0390-4227-827f-c650ab847d43,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,7000.0000,2500.0000,0.0000,7000.0000,0.0000,2500.0000,7000.0000,0.0000,0.0000,7000.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
69951cb4-90c7-4585-81ff-f1fa19792e6b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
e7b3691b-a5e7-41aa-a136-513c926c40a4,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,4800.0000,9030.0000,10000.0000,280.0000,25000.0000,5280.0000,0.0000,280.0000,5000.0000,26380.0000,0.0000,1280.0000,,f,f,1,3_SI_GR25
af4a4b28-5355-4353-a9f4-c37c27a95fae,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,19120.0000,12020.0000,600.0000,0.0000,7000.0000,1720.0000,7720.0000,3000.0000,0.0000,2640.0000,4600.0000,0.0000,,f,f,1,3_SI_GR25
14add365-c558-4836-959a-f1c65696009a,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
07da0298-2d48-4913-8dd9-45b42ca06fb1,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,23240.0000,38090.0000,13690.0000,1690.0000,15240.0000,33990.0000,1690.0000,28362.5000,11990.0000,20940.0000,1690.0000,4190.0000,,f,f,1,3_SI_GR25
4a4ae8fc-48be-4fb7-bb17-b4c818fb6f28,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,7550.0000,10070.0000,3000.0000,7000.0000,0.0000,3000.0000,0.0000,15000.0000,3000.0000,0.0000,3000.0000,0.0000,,f,f,1,3_SI_GR25
2cd942fb-a7e3-45bb-a52c-9d0843e5aced,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
dcd63083-a8c4-40f8-8772-2e1eeaa0e5a4,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2280.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1680.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c41c55e6-6ee1-484a-9873-0c69270d2883,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2280.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1680.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c2bd743f-b8a1-4a5b-a125-bcc788dd1133,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2280.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1680.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
bb5823c9-820c-4bd7-9e95-92fd48e572b3,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,1780.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1180.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
55993618-9f25-4ec6-9703-20941fa5e37e,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,3310.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2510.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c2d7168c-a6a8-4b80-9fb6-aebbcd5a4087,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,3310.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2510.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c82bd957-d9dd-4fe9-b14f-3fdf0d2c3dc8,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2010.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
30cc09dd-126a-4f74-9e80-281d145156a6,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2010.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
f2734256-a792-424d-9f46-c208c54a2477,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2010.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c0522936-3773-4dd1-a840-9b0db15b5e7f,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2010.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
9f4d2730-d432-477b-bc50-5d062b897195,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,2810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2010.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
ba3d066a-58a7-477b-8021-00e84612c6c0,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,7692.6000,0.0000,10012.5000,7692.6000,0.0000,0.0000,7692.6000,0.0000,4312.5000,7692.6000,0.0000,0.0000,,f,f,1,3_SI_GR25
19b8d2ac-62eb-4e70-8cf7-7d2ebef08400,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
f97f69f5-178c-486b-8343-38b68a2be62b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,5350.0000,5150.0000,20873.0000,6350.0000,1350.0000,5350.0000,1350.0000,1350.0000,11373.0000,1350.0000,1350.0000,1350.0000,,f,f,1,3_SI_GR25
e4dbdfc6-2f86-49b9-aaa6-536e7ba7a656,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,1350.0000,5150.0000,24873.0000,6350.0000,1350.0000,1350.0000,5350.0000,1350.0000,11373.0000,1350.0000,1350.0000,1350.0000,,f,f,1,3_SI_GR25
097cd88f-39b0-4ebd-900d-15db9f65285a,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,4400.0000,5400.0000,28423.0000,1600.0000,4600.0000,1600.0000,8400.0000,1600.0000,11623.0000,1600.0000,1600.0000,1600.0000,,f,f,1,3_SI_GR25
86a6d042-807f-4a08-be4d-560fa8348549,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,9940.0000,5240.0000,25663.0000,1440.0000,1440.0000,1440.0000,5440.0000,1440.0000,12163.0000,1440.0000,1440.0000,1440.0000,,f,f,1,3_SI_GR25
49c6f7b5-7475-4c4f-aac2-67be2554755f,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,4040.0000,5040.0000,25333.0000,1300.0000,4300.0000,1300.0000,5300.0000,1300.0000,7023.0000,1300.0000,1300.0000,1300.0000,,f,f,1,3_SI_GR25
1bf1128c-33fd-4c7a-a77f-c4833361c8ec,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,4250.0000,5250.0000,24973.0000,4950.0000,4250.0000,1450.0000,5450.0000,1450.0000,6973.0000,5950.0000,1450.0000,1450.0000,,f,f,1,3_SI_GR25
17db6522-dbdd-49ac-80ae-7d5ad2bfb86e,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
6fab8ed1-9768-4520-ba31-266ac7ce9d0b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
88fd6bcc-4199-45d9-b44e-73f097b114fd,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
a787f4a5-882b-4b1a-b2b1-f0b3db7c1748,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
44f9af2a-f1b3-4a19-a44b-53a7c3ccd1ee,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
ed0e43a5-f1b4-4362-ba9e-d51d783175e2,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
