id,empleado_codigo,tipo_codigo,valores
12a6966e-cb27-4fd5-ae5e-988c27ec5ba5,10037,BonoCumplimiento,"[3970,0,0,1,3970]"
eb5af10a-47ec-4dbe-940d-c87bcf19e08d,10037,SeguroMedico,"[0,0]"
2daac5e6-0654-41e7-8b3b-481d4ffc9e4b,10037,AporteAFP,[3]
87e96af6-b7d8-4d6c-876a-8282a3fbd4e9,10041,BonoCumplimiento,"[1020,0,0,1,1020]"
5a70ff50-d508-4309-b31a-66d5a6e685fa,10041,SeguroMedico,"[0,0]"
3e7cc73a-6714-4eec-930c-2f120cb34a54,10041,AporteAFP,[3]
0adabd4f-95c8-488c-bacb-3c55de2dfcb4,10042,BonoCumplimiento,"[900,0,0,1,900]"
8abfb6f1-fb96-48eb-af95-ff6bb320f128,10042,SeguroMedico,"[0,0]"
e10ba891-f510-4493-807e-bc44bf978b58,10042,AporteAFP,[3]
133a6693-3e3f-4384-8437-1eb7490ff43c,10044,BonoCumplimiento,"[1020,0,0,1,1020]"
e73a3d44-050e-4141-9fc1-7ad150c2f20a,10044,SeguroMedico,"[0,0]"
c9b5782c-afa6-4d24-8953-b8c7b596548b,10044,AporteAFP,[3]
3711d95e-cebb-444c-952c-9ea1317a68cd,10046,BonoCumplimiento,"[1020,0,0,1,1020]"
3bd316c8-0e5e-4ea5-a2cb-d43b81b99bad,10046,SeguroMedico,"[0,0]"
cc456a44-9c8d-4c3e-ad44-3d7ed4eda247,10046,AporteAFP,[3]
4e335f79-752d-48fc-a8e0-7922dd9b8b56,10049,BonoCumplimiento,"[1020,0,0,1,1020]"
c4509a00-5c9f-42ce-9b94-98c8319752c1,10049,SeguroMedico,"[0,0]"
09ff5de5-5cb5-46b3-a32e-199cf34e2d63,10049,AporteAFP,[3]
055b615e-9fa4-4c0f-a9e7-ba14005f7370,10061,BonoCumplimiento,"[3450,0,0,1,3450]"
d0da4223-2b79-490b-ae8a-36351c546188,10061,SeguroMedico,"[0,0]"
cff2e538-82e5-444d-be5e-b6015233b2fc,10061,AporteAFP,[3]
ca30a2ef-18ce-42f4-b400-ac8a8b667453,10066,BonoCumplimiento,"[900,0,0,1,900]"
84801a86-f5a3-404f-a531-fbfe8b783aac,10066,SeguroMedico,"[0,0]"
33c979e3-a924-4a71-a3a1-51818592b64e,10066,AporteAFP,[3]
6bc90ddf-48a4-4fa0-bff7-2139fb3255c3,10069,BonoCumplimiento,"[3450,0,0,1,3450]"
7ae426bc-c8d2-4907-8026-8fa832bd0746,10069,SeguroMedico,"[0,0]"
99aeb510-152c-4376-b440-36bab75e2907,10069,AporteAFP,[5]
323a0a87-05fa-4dcb-b1cf-0cec801d943b,10070,BonoCumplimiento,"[3450,0,0,1,3450]"
2340444b-4ea2-4e46-991f-ff2f787729c5,10070,SeguroMedico,"[0,0]"
8dacf0a6-4de0-456d-a75a-981af1dfb44d,10070,AporteAFP,[3]
8bc75b29-bc9b-433f-8232-2058beaaa955,10071,BonoCumplimiento,"[3450,0,0,1,3450]"
e42f538f-0cbe-408c-8049-25d3cba231f6,10071,SeguroMedico,"[0,0]"
87920b15-65fd-475e-9ab1-3be4d2871c1e,10071,AporteAFP,[3]
fc5b34f2-f29f-4a16-8b72-62bfde7a44af,10073,BonoCumplimiento,"[3450,0,0,1,3450]"
89d2e444-6f61-4739-b497-1eb40518fe77,10073,SeguroMedico,"[0,0]"
8c218870-59bb-44af-a6a4-80908274e2f2,10073,AporteAFP,[3]
30c5c14c-0aeb-4b09-a178-f322a0d01f70,10075,BonoCumplimiento,"[3450,0,0,1,3450]"
9b0511d3-7ff5-44c7-8cdd-302abba7b80d,10075,SeguroMedico,"[0,0]"
e19063bd-3057-4b98-8325-b5856f6f87c7,10075,AporteAFP,[3]
0922d07c-45d5-4f6f-be84-bc3e65119346,10083,BonoCumplimiento,"[0,0,0,0,0]"
1c54040f-dc40-4adc-9846-403f4a66c00c,10083,SeguroMedico,"[0,0]"
28e4984d-93b4-4ee9-be1e-19c2ed3896d6,10083,AporteAFP,[3]
79596bdb-4e0d-4b73-bfe2-bd38e129cc5f,10085,BonoCumplimiento,"[900,0,0,1,900]"
f0953e49-3ddb-44ff-bcd7-b81b54e7ef37,10085,SeguroMedico,"[0,0]"
57bae877-78dd-4679-b072-0efdac7b1f02,10085,AporteAFP,[3]
83f59455-09f8-4eec-a7fa-9968c9419358,10088,BonoCumplimiento,"[1750,0,0,1,1750]"
9da63550-1193-4d61-9fe9-aa8fc07c37f2,10088,SeguroMedico,"[0,0]"
bcdbe987-e35f-4ff4-b540-4038f7e4b97b,10088,AporteAFP,[3]
92adf472-9e09-4ba3-94cd-a8f579169e68,10089,BonoCumplimiento,"[900,0,0,1,900]"
50911dcd-19b0-4e26-ba24-42ca52c12a7a,10089,SeguroMedico,"[0,0]"
ef7768cd-65b0-435b-ab8a-02e978e5d04a,10089,AporteAFP,[3]
7cf8e3e9-48d8-4f9c-85fe-361ed5018ca7,10101,BonoCumplimiento,"[1750,0,0,1,1750]"
16ac313e-3392-4ee9-9946-9f5ab1c434f1,10101,SeguroMedico,"[0,0]"
b14474ac-4197-4d10-a972-988f69a5c584,10101,AporteAFP,[5]
8b1ccde6-efa2-45af-ba16-23b02b24a72e,10102,BonoCumplimiento,"[1750,0,0,1,1750]"
8c2cb38d-7c7c-407d-8e10-f8e50c0bfc74,10102,SeguroMedico,"[0,0]"
82d92c71-1b02-4268-ab41-c1d4fbc370ec,10102,AporteAFP,[3]
d760e4f4-e1a1-45ae-abf6-21100f4711ee,12409,BonoCumplimiento,"[6000,0,0,1,6000]"
74c3c999-c8cf-46e8-8acf-50de867af80a,12409,SeguroMedico,"[0,0]"
546c67d2-6c4f-443d-b9c8-d30ca76f0950,12409,AporteAFP,[3]
d51c02bc-b808-4526-8c04-74a4da5559cd,10108,BonoCumplimiento,"[6500,0,0,1,6500]"
c4260332-368f-4667-b379-9ebc166f76d3,10108,SeguroMedico,"[0,0]"
a046872c-5956-4dc0-89c3-157b028c6601,10108,AporteAFP,[3]
3c834344-1461-422d-b9a2-30a0837886d2,10109,BonoCumplimiento,"[1750,0,0,1,1750]"
0e526394-7019-4e4c-a88c-e16a35c7915c,10109,SeguroMedico,"[0,0]"
618dcba7-d106-4f84-9ad3-eeb4414d4de7,10109,AporteAFP,[3]
dda22286-6a3a-41c7-9598-16e984430200,10114,BonoCumplimiento,"[1750,0,0,1,1750]"
f7ff2c6f-e3da-455d-b178-dfa9ae045643,10114,SeguroMedico,"[0,0]"
3e9461d5-2717-4138-9ff1-db3af3b747a5,10114,AporteAFP,[3]
c297fcdb-0d8d-490e-b3e9-8c81e8b0dc14,10115,BonoCumplimiento,"[5250,0,0,1,5250]"
64a44621-3357-4770-873f-e9435e7a0142,10115,SeguroMedico,"[0,0]"
10990de5-dcfa-47cd-918f-3c41d0d5998f,10115,AporteAFP,[3]
748d1958-9f4a-4ac5-a40e-69e5ab9e62b2,10116,BonoCumplimiento,"[1750,0,0,1,1750]"
3d18cc04-e51a-415e-8bd2-9184ce95341a,10116,SeguroMedico,"[0,0]"
c5862cb5-a33d-4a5d-98d0-cdfe7ec70e28,10116,AporteAFP,[5]
2a7e47dc-c19c-4759-971b-fb70d5931584,10119,BonoCumplimiento,"[1750,0,0,1,1750]"
e7e5e2a4-4ab3-4d52-9ca4-4ba03c0ac6bb,10119,SeguroMedico,"[0,0]"
39076c3e-96dd-4a75-a00c-2e77c28d477b,10119,AporteAFP,[3]
ef75078d-4baa-49c4-a353-770d17727d94,10121,BonoCumplimiento,"[1750,0,0,1,1750]"
9b3f2695-62ab-46ae-96e1-cbb57edb2061,10121,SeguroMedico,"[0,0]"
262746f2-47bd-40c0-94b1-c58e45fe1372,10121,AporteAFP,[5]
6474dc0c-7d60-4e8d-b400-03f94fa515db,10122,BonoCumplimiento,"[1750,0,0,1,1750]"
4900fc15-2f4c-4842-a4fe-6c5fab86ea47,10122,SeguroMedico,"[0,0]"
c496637d-fbe9-49d0-82f9-762c78b872f6,10122,AporteAFP,[5]
fcaa0b3a-936c-4e03-ba8d-b1565567ba22,10125,BonoCumplimiento,"[1750,0,0,1,1750]"
06da665a-8262-4e48-aed8-e53d5c62cbc4,10125,SeguroMedico,"[0,0]"
d662e692-1fa7-40f0-b995-fef5f8b2e6bf,10125,AporteAFP,[3]
45a9a874-b86f-4123-a7c7-1831612987d4,10130,BonoCumplimiento,"[1750,0,0,1,1750]"
26134a2a-4280-4045-b607-6fc4fe95fc2d,10130,SeguroMedico,"[0,0]"
9cd44ad1-3b0f-4554-9d80-c78d78a9af4d,10130,AporteAFP,[4]
76c10a5f-2aa7-469d-b077-d9508df3f3b5,10131,BonoCumplimiento,"[1750,0,0,1,1750]"
278f0222-1800-428e-8cbd-f00aab63078f,10131,SeguroMedico,"[0,0]"
906c13d8-912a-45bf-b80e-194db81ca0b7,10131,AporteAFP,[4]
5d6a006d-7bf4-4d3a-ab93-8e6857a9d144,10134,BonoCumplimiento,"[1750,0,0,1,1750]"
149b99aa-2b56-4034-b52b-b86117aa8231,10134,SeguroMedico,"[0,0]"
411c7b05-0826-4572-a406-4dd80b3c3d13,10134,AporteAFP,[4]
b1e7e13b-e552-4cd4-af5b-5984dc1f6b81,10135,BonoCumplimiento,"[1750,0,0,1,1750]"
d895db50-8d56-4ac9-9a96-5cedb25a1834,10135,SeguroMedico,"[0,0]"
6d301294-f151-4053-a857-09ccf59b7f15,10135,AporteAFP,[4]
e03ea48d-b538-414d-81cb-2e48b653c845,10137,BonoCumplimiento,"[900,0,0,1,900]"
d75ec241-7197-447c-8f98-cd22e2268ba8,10137,SeguroMedico,"[0,0]"
cc0e6e36-7a7e-407c-b7b7-468d25e8bb14,10137,AporteAFP,[5]
659d0309-07e6-49e5-96fe-170f85d6a7db,10139,BonoCumplimiento,"[1750,0,0,1,1750]"
236d3d91-6a74-4f1b-8d9f-787e819ae7d4,10139,SeguroMedico,"[0,0]"
0a7903e2-0812-4b24-9ad5-00d1be3d498d,10139,AporteAFP,[3]
dbad0d8d-623c-4062-9d96-a0314f4137ac,10141,BonoCumplimiento,"[6500,0,0,1,6500]"
05188f4f-2ddf-41fc-a4ff-150e4b562169,10141,SeguroMedico,"[0,0]"
cdb82fd5-1511-454b-bf3d-f4b205eafe92,10141,AporteAFP,[3]
910bd2e9-cbbb-47c0-b4ee-c99e9a9f29c1,10144,BonoCumplimiento,"[1750,0,0,1,1750]"
8f36cc45-8c39-4b5c-9f49-924d364841ca,10144,SeguroMedico,"[0,0]"
5673f6de-babb-4e60-bd5d-3bc4ad168c27,10144,AporteAFP,[5]
491254e1-d132-49d5-92a5-2e7a1581089e,10147,BonoCumplimiento,"[1750,0,0,1,1750]"
9cb034a8-ca15-475c-abb1-0ab2520def56,10147,SeguroMedico,"[0,0]"
6631c36d-a86c-43fd-b66f-101a0224c874,10147,AporteAFP,[3]
1dc79786-1270-4e31-8d89-593eadf96c1a,10149,BonoCumplimiento,"[1750,0,0,1,1750]"
756bfdfb-1e2c-4f77-9a96-5ef18c1dbe0f,10149,SeguroMedico,"[0,0]"
52382ae6-fbaf-4aa4-b00c-a8a8cf52c9e0,10149,AporteAFP,[5]
0af0bb0b-a7c5-45ae-bb50-0ce0bfdcaa46,10150,BonoCumplimiento,"[1750,0,0,1,1750]"
f6c6f14b-32fc-4be8-a1c3-b81f0e25add4,10150,SeguroMedico,"[0,0]"
a4f4a53a-094f-4469-b3e0-a560ca77b532,10150,AporteAFP,[5]
6e632685-84af-410d-8a7b-45dc8544f174,10154,BonoCumplimiento,"[1750,0,0,1,1750]"
88b67dd2-65c0-4cac-9f86-36d059f5821e,10154,SeguroMedico,"[0,0]"
2dd2800c-460c-4800-a8db-2ae2c91e72d1,10154,AporteAFP,[3]
6a8e71a1-036f-42a0-b371-786de9a5fd59,10155,BonoCumplimiento,"[1750,0,0,1,1750]"
4609372c-2004-4f41-aeef-223fa6aed1fa,10155,SeguroMedico,"[0,0]"
ee54814d-5f23-4fb1-a172-a0e7baa11015,10155,AporteAFP,[5]
27debe6b-657a-4861-b220-ba54109c6d6e,10156,BonoCumplimiento,"[1750,0,0,1,1750]"
22eb4ee6-b633-4fa7-84df-6334ca2326f5,10156,SeguroMedico,"[0,0]"
4c95b02a-b6e1-465b-93d2-5026dff89988,10156,AporteAFP,[5]
e924adf3-0c65-4e74-a312-ec59a56c0726,10158,BonoCumplimiento,"[6500,0,0,1,6500]"
0319c5a4-12dd-4131-8f14-fe7067e623bf,10158,SeguroMedico,"[0,0]"
607ba8c9-fa4b-4456-8a3d-4903fca2be7b,10158,AporteAFP,[3]
b90465b6-a9e8-43e0-8edc-067fb171b4bd,10159,BonoCumplimiento,"[1750,0,0,1,1750]"
52220f8b-2d4f-4988-b1f1-c5a507e685c8,10159,SeguroMedico,"[0,0]"
dcfcb5ba-9934-4e64-a25a-e700c28f9171,10159,AporteAFP,[5]
63bd4c05-c5c1-4e0c-ba3e-b9164628e623,10160,BonoCumplimiento,"[1750,0,0,1,1750]"
6671011d-0300-4d28-b750-daafa2bf63fa,10160,SeguroMedico,"[0,0]"
4e0e20db-80f0-4da3-869d-4973940600a9,10160,AporteAFP,[5]
0cd70b69-7ebc-467d-bc2b-70125b5c9508,10162,BonoCumplimiento,"[1750,0,0,1,1750]"
af3ec10f-89b2-455d-ae8f-6542e848b056,10162,SeguroMedico,"[0,0]"
5205e3d9-4337-461a-aaa5-4f4ba485841c,10162,AporteAFP,[3]
cf1f6893-7970-495c-aac0-086f62730455,10163,BonoCumplimiento,"[6500,0,0,1,6500]"
eecd081b-96b4-4d1a-9e7d-bc31e2856080,10163,SeguroMedico,"[0,0]"
88b69f93-43d3-4b84-93fc-3b86856b0cbf,10163,AporteAFP,[3]
57de10fc-b01a-4b1a-bccf-5d4b2e3aab52,10165,BonoCumplimiento,"[900,0,0,1,900]"
bc7a886e-c8a0-462d-9cfe-b8c5109fd2e7,10165,SeguroMedico,"[0,0]"
63c856a7-23ad-41ec-a329-5f552804bdbf,10165,AporteAFP,[3]
024389d7-1f56-408c-80cd-cc1e98a361fb,10166,BonoCumplimiento,"[1750,0,0,1,1750]"
81ba4fa7-2e7c-440e-8427-768d01fd91dc,10166,SeguroMedico,"[0,0]"
7fa62a93-f0c3-4d43-a45b-08c43808b9f8,10166,AporteAFP,[5]
eab30bf1-362f-407a-8f16-22fd17220fdd,10167,BonoCumplimiento,"[900,0,0,1,900]"
d39f64e8-ebdc-4eb1-8d89-89118750cd17,10167,SeguroMedico,"[0,0]"
755bc886-bca8-4247-9c47-d925ae7e2aec,10167,AporteAFP,[5]
c5a8f52e-7def-4bd5-bf25-e396b342549e,10170,BonoCumplimiento,"[6500,0,0,1,6500]"
bbea8ab8-f1e4-4b3b-bf9e-7a0c404e98f9,10170,SeguroMedico,"[0,0]"
aa69b643-4af7-4c9d-a221-ff38883e817a,10170,AporteAFP,[3]
52324c2d-086a-499a-9661-1a315a065d98,10171,BonoCumplimiento,"[1750,0,0,1,1750]"
acf7705a-4e0b-4da8-a7f3-40c1a3d70673,10171,SeguroMedico,"[0,0]"
6153a00c-b6cd-4612-9500-7888a475adf5,10171,AporteAFP,[3]
29a75f90-ad66-4bc7-a300-0b8db07d0628,10172,BonoCumplimiento,"[1750,0,0,1,1750]"
6d1065b9-5d47-4cfc-af6b-2d09bcfe969e,10172,SeguroMedico,"[0,0]"
4734d7c8-07d5-4484-9809-beb2402695e9,10172,AporteAFP,[3]
f5b58793-f3af-4b3b-8f64-0405897b68d1,10173,BonoCumplimiento,"[1750,0,0,1,1750]"
2e3a55da-f6d0-4254-aed8-dd583401b417,10173,SeguroMedico,"[0,0]"
79060cc9-2769-462b-95bb-133311bbeb28,10173,AporteAFP,[5]
7d1d8a54-914b-47b6-975e-aad9e1499a1d,10174,AporteAFP,[5]
6f6070a6-4d23-48eb-bcf3-3721370717ca,10174,BonoCumplimiento,"[1750,0,0,1,1750]"
5147f866-f96b-43a7-b089-704f345557f2,10174,SeguroMedico,"[0,0]"
b0e28b49-ea1a-4a36-9003-b6d6145ce347,10175,BonoCumplimiento,"[1750,0,0,1,1750]"
594c843f-f84f-467d-8d39-9a955ec41a5e,10175,SeguroMedico,"[0,0]"
740eed1a-dddd-4514-b7a3-9d64c534ebef,10175,AporteAFP,[3]
a945b2d5-27ea-41cb-b841-f3f9f21a95d7,10176,BonoCumplimiento,"[1750,0,0,1,1750]"
638fd5ac-7387-47a9-a16a-b7596b5cdb00,10176,SeguroMedico,"[0,0]"
736fdd04-f368-43cb-bc96-2fa65b62a454,10176,AporteAFP,[3]
6f783dd7-2f28-48de-9e5a-314d64f27e71,10177,BonoCumplimiento,"[1750,0,0,1,1750]"
33cb9346-970d-40ff-8f3c-336d5b690644,10177,SeguroMedico,"[0,0]"
8feac10f-f3a4-4392-af7a-2db781226a70,10177,AporteAFP,[3]
81c3ea21-e1f6-4b35-a170-275c8ab05b3a,10178,BonoCumplimiento,"[1750,0,0,1,1750]"
64b02177-eecf-4fe4-9deb-ef94212c5600,10178,SeguroMedico,"[0,0]"
f46cd9e9-8f96-4c08-994b-3df94ec98e23,10178,AporteAFP,[3]
63621121-f214-42ea-9a49-8668477d86b5,10179,BonoCumplimiento,"[1750,0,0,1,1750]"
11ab2636-bada-4d8a-bb2a-1db819a836f5,10179,SeguroMedico,"[0,0]"
76c832d0-3fb3-4328-9f35-bc9b1af5033e,10179,AporteAFP,[3]
4e7d1d7b-4d7b-4b47-aec0-d653aa2554b4,10181,BonoCumplimiento,"[1750,0,0,1,1750]"
c95ffd6b-cfb1-4420-af3d-b01a7b8cece1,10181,SeguroMedico,"[0,0]"
06076d58-52c0-499c-9ddd-3d999ed9154d,10181,AporteAFP,[3]
4f2058cd-4cb1-444c-ae87-ec9eab1b499a,10182,BonoCumplimiento,"[1750,0,0,1,1750]"
262980c5-d350-4537-94df-151d31da2500,10182,SeguroMedico,"[0,0]"
e5d49ec2-f359-4c84-86d4-d276aec6909a,10182,AporteAFP,[3]
9d67f241-fd47-4a3b-9323-fc2eac6a2305,10183,BonoCumplimiento,"[6500,0,0,1,6500]"
2b046f2c-6771-431e-8b06-3482e2847aba,10183,SeguroMedico,"[0,0]"
21136454-ce18-4e9b-8160-3fc9e2e68a88,10183,AporteAFP,[5]
6e17c8c1-710d-41b6-92e8-f2e584bc80f3,T64,SeguroMedico,"[0,0]"
a9caf04b-f5ce-40d6-a953-e1d8880412f1,10184,BonoCumplimiento,"[1750,0,0,1,1750]"
2f5b9d02-99af-4566-9f44-ebb2a3bf353d,10184,SeguroMedico,"[0,0]"
10654fc2-a045-4b4e-9c42-9f16287f996e,10184,AporteAFP,[3]
5d427009-aa54-493e-8e15-32d0dcf188ba,10185,BonoCumplimiento,"[1750,0,0,1,1750]"
7c7d85d2-b68d-4028-9dc3-9f15eb0bfa42,10185,SeguroMedico,"[0,0]"
578a0955-b722-4fba-ae0a-ab256863cccb,10185,AporteAFP,[3]
426de482-19aa-42b5-a8c9-4ee91d7541da,10187,BonoCumplimiento,"[3970,0,0,1,3970]"
bf1384f5-3f1a-4233-a250-54ee6d0fe639,10187,SeguroMedico,"[0,0]"
ae050ae4-7119-419f-9172-403317915577,10187,AporteAFP,[3]
9ab87c72-9f5c-45f4-ba2f-65907d7ec243,10193,BonoCumplimiento,"[1750,0,0,1,1750]"
86a4f4d6-0314-4bae-b98a-3a1a2d1ca049,10193,SeguroMedico,"[0,0]"
faf2af1b-1172-4dac-8b50-c5e7a07eb525,10193,AporteAFP,[3]
cd71d663-a4d2-4bd4-b7d1-afd3b44cf3d9,10195,BonoCumplimiento,"[6500,0,0,1,6500]"
e107525f-cd27-4feb-8b97-2b22fda6860a,10195,SeguroMedico,"[0,0]"
0a7db036-3466-4925-8313-4ee1cff9573c,10195,AporteAFP,[5]
1a4a8f72-6e56-4460-9bf0-4b58d4a8fbcc,10204,BonoCumplimiento,"[900,0,0,1,900]"
3198e2a4-fea7-4bca-9fb7-d5894c5f4039,10204,SeguroMedico,"[0,0]"
8b2ef47e-241c-4ae6-8ae3-4ae1649b5fec,10204,AporteAFP,[5]
e499c564-ee07-4f47-97f1-3e93271fd6d8,10205,BonoCumplimiento,"[900,0,0,1,900]"
0fae43fa-569a-4e05-bbdf-3563a4707dcd,10205,SeguroMedico,"[0,0]"
99b7729b-aaf7-478f-8432-6088f3f62364,10205,AporteAFP,[3]
88166d45-2e36-4a69-9342-1f0dd0d342af,10206,BonoCumplimiento,"[900,0,0,1,900]"
a4e4e912-4b1a-4b73-b0be-c968edd77c5c,10206,SeguroMedico,"[0,0]"
36dda8b9-0510-401e-8eb1-2b80f8dd3c19,10206,AporteAFP,[3]
889739b0-1728-404f-be61-b80315e807b9,10207,BonoCumplimiento,"[3450,0,0,1,3450]"
3ba9b225-88bc-42ef-87b1-89fb7e7552e9,10207,SeguroMedico,"[0,0]"
52f4061b-0a8c-4edb-b9d1-b029eb5abff3,10207,AporteAFP,[5]
196f8285-aa52-4482-8095-1b6ea2f6d2f4,10213,BonoCumplimiento,"[900,0,0,1,900]"
32606836-4e72-41cb-831e-39e3d8d572be,10213,SeguroMedico,"[0,0]"
114b7d60-31e5-4ff5-a8b8-917596b05d16,10213,AporteAFP,[3]
52da9468-b1c4-40f3-a488-916de731cc10,10215,BonoCumplimiento,"[900,0,0,1,900]"
45f57199-996c-475c-920d-574f04db5fb2,10215,SeguroMedico,"[0,0]"
53c6140f-e065-46fd-9275-7b6add3a8c90,10215,AporteAFP,[3]
56ee4eee-b757-4b06-94bb-83d140dc3d5c,10217,BonoCumplimiento,"[1000,0,0,1,1000]"
d2e5d44c-5b04-429e-bf46-67bad7355b0d,10217,SeguroMedico,"[0,0]"
ee382426-f303-4181-ba1f-221246151333,10217,AporteAFP,[3]
0c031d23-e2cf-41c0-83bd-b89595066311,10218,BonoCumplimiento,"[900,0,0,1,900]"
6c399081-83b1-4967-88fb-866773cb79a8,10218,SeguroMedico,"[0,0]"
5b98af56-466d-46d9-b845-3f676ee7fc9f,10218,AporteAFP,[4]
5058934b-90a4-412a-a03e-723eedb4e272,10219,BonoCumplimiento,"[3450,0,0,1,3450]"
254a8447-1c7d-4e0f-9f87-2d95466d9918,10219,SeguroMedico,"[0,0]"
6a2136a2-db95-4368-92fd-790619a61eac,10219,AporteAFP,[5]
31f0b040-5c51-45b5-890b-4d82f23ba992,10220,BonoCumplimiento,"[1000,0,0,1,1000]"
3f06c091-0a12-4d98-954b-c472798f25fb,10220,SeguroMedico,"[0,0]"
4c41c9d8-7b77-4371-a673-1e3d487cfa46,10220,AporteAFP,[5]
518f2e6c-2ea2-4bb0-9903-5bfe88af2e49,10221,BonoCumplimiento,"[900,0,0,1,900]"
6ef12b30-67cb-413b-8f77-13c572048f56,10221,SeguroMedico,"[0,0]"
600ae823-6787-44f8-a69d-6c1dc7caccf1,10221,AporteAFP,[4]
e820f99d-a99a-4f7e-bbdc-3b017a0c8c6c,10223,BonoCumplimiento,"[900,0,0,1,900]"
8a4d9a95-e0a3-48a0-badb-39acd3bac0ee,10223,SeguroMedico,"[0,0]"
ff9cda5c-4231-4f11-b159-321502c16ac8,10223,AporteAFP,[5]
a55f5952-a0d1-4a78-aede-0b7531f1a718,10224,BonoCumplimiento,"[900,0,0,1,900]"
354d6ea2-f86e-4e38-b8a6-9c006c38296a,10224,SeguroMedico,"[0,0]"
69fd8336-3309-438d-9c2a-4e62bce576c1,10224,AporteAFP,[5]
b210a2e3-5112-4369-be6a-8828338b08c8,10228,BonoCumplimiento,"[900,0,0,1,900]"
559621ee-c511-4d83-a5e5-0b363b65af9b,10228,SeguroMedico,"[0,0]"
71769191-82c5-48b6-be63-ad5ea083afb1,10228,AporteAFP,[5]
653b5196-434a-4136-adfd-c920b979f0c2,10231,BonoCumplimiento,"[900,0,0,1,900]"
914bb646-4ec9-4cbf-8831-aa187969b299,10231,SeguroMedico,"[0,0]"
ae994556-7d8a-4c03-a7a1-8287b3bcbace,10231,AporteAFP,[3]
1a7af204-fc77-4de3-a41d-83e457dfaede,10232,BonoCumplimiento,"[900,0,0,1,900]"
7f1382ea-02bf-4d91-8633-ef71492381a9,10232,SeguroMedico,"[0,0]"
5c17f294-c084-40be-b71f-cba0f6e241a2,10232,AporteAFP,[3]
5139ecca-9ae0-463a-a8cb-999e937bc644,10236,BonoCumplimiento,"[900,0,0,1,900]"
7d19fe37-83c3-4ff9-87f0-c19b5f85cfad,10236,SeguroMedico,"[0,0]"
460a45d8-86bf-4b73-bccc-299b1ca43057,10236,AporteAFP,[5]
2f35bf7f-7636-483e-9f37-dcefe9a3fc83,10238,BonoCumplimiento,"[900,0,0,1,900]"
6b62cc3e-7328-4f11-a22f-308af9d6bbe2,10238,SeguroMedico,"[0,0]"
3177e054-7d11-4b34-b050-62807d614e72,10238,AporteAFP,[3]
8d867c37-de60-4ca5-bb8d-a86f3ad119ac,10240,BonoCumplimiento,"[4200,0,0,1,4200]"
