id,createdat,createdby,modifiedat,modifiedby,sociedadfi_codigo,centrocosto_codigo,centrologistico_codigo,tipodistribucion_codigo,indicadorcuenta,agrupador_codigo,ejercicio,periodop1,periodop2,periodop3,periodop4,periodop5,periodop6,periodop7,periodop8,periodop9,periodop10,periodop11,periodop12,participacionp1,participacionp2,participacionp3,participacionp4,participacionp5,participacionp6,participacionp7,participacionp8,participacionp9,participacionp10,participacionp11,participacionp12,empleado_codigo,bloqueouser,bloqueoadmin,escenario
fc2bd2f3-efa9-4796-8e16-4155296ccb09,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1111300001,,M2,GTOALQUIL,1_AQ_OP25,2025,9.8000,9.8000,9.8000,9.8000,9.8000,9.8000,9.8000,9.8000,9.8000,9.8000,9.8000,9.8000,0.0980,0.0980,0.0980,0.0980,0.0980,0.0980,0.0980,0.0980,0.0980,0.0980,0.0980,0.0980,,t,t,1
b02fef73-1436-4cc7-8aff-838be1f65ba4,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1111300002,,M2,GTOALQUIL,1_AQ_OP25,2025,26.4700,26.4700,26.4700,26.4700,26.4700,26.4700,26.4700,26.4700,26.4700,26.4700,26.4700,26.4700,0.2647,0.2647,0.2647,0.2647,0.2647,0.2647,0.2647,0.2647,0.2647,0.2647,0.2647,0.2647,,t,t,1
338c6f15-481a-440c-bc78-0da7f5a127ef,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1112100001,,M2,GTOALQUIL,1_AQ_OP25,2025,14.7100,14.7100,14.7100,14.7100,14.7100,14.7100,14.7100,14.7100,14.7100,14.7100,14.7100,14.7100,0.1471,0.1471,0.1471,0.1471,0.1471,0.1471,0.1471,0.1471,0.1471,0.1471,0.1471,0.1471,,t,t,1
bca4339e-a93b-4fbe-bf59-5ac30583e0e0,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1112310001,,M2,GTOALQUIL,1_AQ_OP25,2025,1.9600,1.9600,1.9600,1.9600,1.9600,1.9600,1.9600,1.9600,1.9600,1.9600,1.9600,1.9600,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,,t,t,1
785ff8f0-11fe-484d-835f-a1ea99f305dc,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1112350001,,M2,GTOALQUIL,1_AQ_SC25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
da22333a-9208-4efc-92b2-ebd900c6f555,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1112330003,,SGI,GTOSEGURIN,4_SCI_IN25,2025,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,,t,t,1
61b841e1-74f4-4f52-b23a-2fb269d1653f,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1112340001,,SGI,GTOSEGURIN,4_SCI_IN25,2025,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,,t,t,1
a465a7a8-5052-4894-b1fc-0f71614ec5d7,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1113000007,,SGI,GTOSEGURIN,4_SCI_IN25,2025,63.0000,63.0000,63.0000,63.0000,63.0000,63.0000,63.0000,63.0000,63.0000,63.0000,63.0000,63.0000,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,,t,t,1
ba40a8f5-d464-478c-973f-4ad82d3f59d5,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1131100001,,SGI,GTOSEGURIN,4_SCI_IN25,2025,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,0.2400,0.2400,0.2400,0.2400,0.2400,0.2400,0.2400,0.2400,0.2400,0.2400,0.2400,0.2400,,t,t,1
02da4a43-83d3-4b7c-8b14-7fd082303562,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1131800001,,SGI,GTOSEGURIN,4_SCI_IN25,2025,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,8.0000,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,,t,t,1
d1a4e950-fa5f-4687-9662-e58fde74ddea,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1112330002,,M2,GTOALQUIL,1_AQ_SK25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
75291b8a-9505-410a-bd83-60feeeac5e2f,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1112330001,,M2,GTOALQUIL,1_AQ_SL25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
054851f8-8438-49b2-9b9d-176343e95132,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1112330001,,SGI,GTOSEGURIN,4_SCI_EC25,2025,1.9400,1.9400,1.9400,1.9400,1.9400,1.9400,1.9400,1.9400,1.9400,1.9400,1.9400,1.9400,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,,t,t,1
15744ebb-ec5a-4c7c-a5f9-ef40587d31ed,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1111400001,,SGI,GTOSEGURIN,4_SCI_EC25,2025,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,,t,t,1
e418e352-40df-41c5-9e5e-cd4a6af91ab7,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:16.996,NMATAMOROS,1000,1113000009,,M2,GTOALQUIL,1_AQ_CC25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
0e95f20f-f720-407e-8ba8-a2186480d7d3,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:37.828,NMATAMOROS,1000,1112100002,,SEI,SEGINDUST,3_SI_GR25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
5eaf055d-a777-46b6-9af9-3ceaa9de4ec4,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:37.828,NMATAMOROS,1000,1112200001,,SEI,SEGINDUST,3_SI_GR25,2025,1.0200,1.0100,0.0000,0.0000,0.0000,0.0000,3.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0102,0.0101,0.0000,0.0000,0.0000,0.0000,0.0392,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
06fcb398-9d72-4750-bb65-7ce41cdb5f71,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:37.828,NMATAMOROS,1000,1112200002,,SEI,SEGINDUST,3_SI_GR25,2025,0.0000,1.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
416d8021-3082-4fd0-813f-322c7b87ac3d,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1112340001,,SGI,GTOSEGURIN,4_SCI_MA25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
3ecd127c-7e38-4df4-9a0e-038041a6b06b,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1113000007,,SGI,GTOSEGURIN,4_SCI_MA25,2025,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,,t,t,1
beeeb715-d103-499c-8183-fcf674679fb6,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1111200004,,SGI,GTOSEGURIN,4_SCI_EC25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
195f9d4f-23c7-4e8a-87d4-62b98cbdc237,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:37.828,NMATAMOROS,1000,1123312001,,SEI,SEGINDUST,3_SI_GR25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
9e004f39-0e05-438b-a5fc-7bc69d43a45d,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:37.828,NMATAMOROS,1000,1123313001,,SEI,SEGINDUST,3_SI_GR25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
8c67532d-b382-40dc-899a-9fd182f193aa,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:37.828,NMATAMOROS,1000,1123900001,,SEI,SEGINDUST,3_SI_GR25,2025,0.0000,0.0000,1.0200,0.0000,0.0000,0.0000,0.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0102,0.0000,0.0000,0.0000,0.0098,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
98320343-f06d-4b90-9752-d80b91e5a1b9,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1112310001,,SGI,GTOSEGURIN,4_SCI_EC25,2025,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.9700,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,0.0097,,t,t,1
635fbdb3-bb78-42cf-a0a2-2f424489b3c2,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1112310001,,KW,GTOENERGI,2_EE_OP25,2025,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,,t,t,1
21ea35f8-3fd4-4672-8a7a-6735de4ef921,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1112350001,,KW,GTOENERGI,2_EE_SC25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
6214ce79-df63-409f-9393-ef0bc0e671cc,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1112330002,,KW,GTOENERGI,2_EE_SK25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
d781d0e3-3c06-4a3d-80f0-1a7f69aa51f3,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1112330001,,KW,GTOENERGI,2_EE_SL25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
efa0e214-32ae-42c4-805d-15f0e9aeeb2d,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1111100003,,KW,GTOENERGI,2_EE_CG25,2025,1.0200,1.0200,1.0200,1.0200,1.0200,1.0200,1.0200,1.0200,1.0200,1.0200,1.0200,1.0200,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,,t,t,1
bfd5b9d6-67b7-4e68-b404-4520c1db59ec,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1111100004,,KW,GTOENERGI,2_EE_CG25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
eb2237ec-c06b-443b-9a00-74ec8b87825d,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1111200004,,KW,GTOENERGI,2_EE_CG25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
8faa3105-9b67-42ec-a1e2-041c1a14ba8d,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1111200005,,KW,GTOENERGI,2_EE_CG25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
72da861f-9785-48b8-aca1-d5c7452f2e77,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1111300001,,KW,GTOENERGI,2_EE_CG25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
b3a04a8a-40dc-4715-af96-dff9600dce09,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1111400001,,KW,GTOENERGI,2_EE_CG25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
273dd869-c35e-428e-8815-e50402e654b7,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1132000003,,KW,GTOENERGI,2_EE_CG25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
c0823e2d-ad8d-4041-9044-f972b9c06923,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1132000099,,KW,GTOENERGI,2_EE_CG25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
5a509ad0-5d49-436f-a6d6-07e99086c823,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:53.866,NMATAMOROS,1000,1131200002,,SGI,GTOSEGURIN,4_SCI_MA25,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,t,t,1
b16aaf88-28c4-46e8-b3c8-619f0a6ce1ae,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1133000001,,KW,GTOENERGI,2_EE_CG25,2025,8.1600,8.1600,8.1600,8.1600,8.1600,8.1600,8.1600,8.1600,8.1600,8.1600,8.1600,8.1600,0.0816,0.0816,0.0816,0.0816,0.0816,0.0816,0.0816,0.0816,0.0816,0.0816,0.0816,0.0816,,t,t,1
ebb0907e-37f0-4fad-a590-49423f860fca,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1140000004,,KW,GTOENERGI,2_EE_CG25,2025,1.0300,1.0300,1.0300,1.0300,1.0300,1.0300,1.0300,1.0300,1.0300,1.0300,1.0300,1.0300,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,,t,t,1
e3c9f23c-1be6-4402-99fa-a3e37b588e5e,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1113000001,,KW,GTOENERGI,2_EE_CS25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
d52e6df4-579e-463a-a554-d49ab3e00773,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1123205001,,KW,GTOENERGI,2_EE_GA25,2025,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,t,t,1
f2c97876-0669-42e5-b033-7c6ce68d69d0,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1121201002,,KW,GTOENERGI,2_EE_BO25,2025,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,,t,t,1
7938393f-e542-4954-a392-16f5b335debf,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1121201003,,KW,GTOENERGI,2_EE_BO25,2025,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,,t,t,1
dddc178b-fe21-40a0-aade-0569844698bc,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:23.88,NMATAMOROS,1000,1121201004,,KW,GTOENERGI,2_EE_BO25,2025,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,,t,t,1
3ed8ae6a-0495-460b-aa2c-e5666660c730,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:45.984,NMATAMOROS,1000,1112100001,,SE,SEGPATRIM,5_SS_CG25,2025,2.0400,2.0400,2.0400,2.0400,2.0400,2.0400,2.0400,2.0400,2.0400,2.0400,2.0400,2.0400,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,,t,t,1
2a646c6c-1acb-4a25-bdb4-2b228f2ff14e,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:45.984,NMATAMOROS,1000,1140000005,,SE,SEGPATRIM,5_SS_CG25,2025,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,0.0104,0.0104,0.0104,0.0104,0.0104,0.0104,0.0104,0.0104,0.0104,0.0104,0.0104,0.0104,,t,t,1
a0be5948-0791-4c5b-92db-f8d78d1c7e86,2025-07-22 20:57:20.099,DBULNES,2025-07-25 16:42:45.984,NMATAMOROS,1000,1111100002,,SE,SEGPATRIM,5_SS_GPS25,2025,1.0100,1.0100,1.0100,1.0100,1.0100,1.0100,1.0100,1.0100,1.0100,1.0100,1.0100,1.0100,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,0.0101,,t,t,1
