id,createdat,createdby,modifiedat,modifiedby,material_producto_codigo,material_centrologistico_codigo,ejercicio,escenario,moneda_code,preciop1,preciop2,preciop3,preciop4,preciop5,preciop6,preciop7,preciop8,preciop9,preciop10,preciop11,preciop12,bloqueouser,bloqueoadmin,historico,preciosmaterial_id
a5c47764-d94c-4cbf-b45c-0ec17420ec84,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000006,1000,2025,1,HNL,33.4300,0.0000,33.8200,32.7000,0.0000,30.2100,34.3100,34.9700,30.5000,39.6900,34.1000,35.2500,f,f,f,f2e6459b-4265-4649-9d7d-152928b96c81
4be364e9-c5b3-4b90-874e-723a1aa8bbe7,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000007,1000,2025,1,USD,2.1318,2.1330,2.1342,2.1334,2.1358,2.1362,2.1300,2.1300,2.1312,2.1392,2.1476,2.1676,f,f,f,ccb07b6b-9564-420e-83b7-9ed0345278f3
874d8c71-9035-49d2-b233-bfa10eb68754,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000007,1000,2025,1,HNL,53.0300,53.0600,53.0900,53.0700,53.1300,53.1400,53.2500,53.2500,53.2800,53.4800,53.6900,54.1900,f,f,f,ccb07b6b-9564-420e-83b7-9ed0345278f3
3884cf66-e740-4f9b-a42a-195160388a76,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000008,1000,2025,1,USD,0.2521,0.2661,0.2529,0.3727,0.2235,0.2271,0.2508,0.2000,0.2200,0.2280,0.3228,0.2480,f,f,f,bcb2051c-23f2-45f1-aba7-723b3823b537
bc9c017f-6d3c-4982-bac2-5ad6f4cac337,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000008,1000,2025,1,HNL,6.2700,6.6200,6.2900,9.2700,5.5600,5.6500,6.2700,5.0000,5.5000,5.7000,8.0700,6.2000,f,f,f,bcb2051c-23f2-45f1-aba7-723b3823b537
00cfb2b3-5596-4d64-88ff-0687371cd519,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000009,1000,2025,1,USD,0.6187,0.6496,0.6520,0.7196,0.7308,0.6834,0.6284,0.6084,0.6348,0.6536,0.7104,0.7640,f,f,f,c7d0f4fd-d000-4dee-9993-7ec15ac56e44
7783585a-a95a-4e08-917c-3a9704461374,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000009,1000,2025,1,HNL,15.3900,16.1600,16.2200,17.9000,18.1800,17.0000,15.7100,15.2100,15.8700,16.3400,17.7600,19.1000,f,f,f,c7d0f4fd-d000-4dee-9993-7ec15ac56e44
43d39578-0f36-4cef-b0b3-af093d0708c6,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000010,1000,2025,1,USD,2.1306,2.1306,2.1306,2.1306,2.1306,2.1306,2.1200,1.9980,2.1200,2.1200,2.1200,2.1200,f,f,f,f427a4a8-ae3b-4904-a2a0-7ab3cf172e39
c02374ff-ea3f-4587-9b2d-115bbe8e8d85,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000010,1000,2025,1,HNL,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,53.0000,49.9500,53.0000,53.0000,53.0000,53.0000,f,f,f,f427a4a8-ae3b-4904-a2a0-7ab3cf172e39
14e7e204-0057-4977-b30f-6b8266a9a218,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000011,1000,2025,1,USD,0.8530,0.0000,0.9728,0.0000,0.0000,0.8603,0.7576,0.0000,0.0000,0.0000,0.7748,0.7748,f,f,f,1923628f-d50b-45eb-a79a-7c3fdb7d2fd2
d357f29c-f3c2-4155-a6bb-d0badf0c7720,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000011,1000,2025,1,HNL,21.2200,0.0000,24.2000,0.0000,0.0000,21.4000,18.9400,0.0000,0.0000,0.0000,19.3700,19.3700,f,f,f,1923628f-d50b-45eb-a79a-7c3fdb7d2fd2
ed8854a2-0bd5-43e9-b05f-9c198289f1bd,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000012,1000,2025,1,USD,0.9913,1.4806,0.9342,0.9588,0.8772,0.8772,0.8728,0.8728,0.9232,0.4068,0.8728,0.8728,f,f,f,c90cedc3-65fd-40d4-a027-7757d9b68e16
297c0157-2ff0-44c6-b3b2-9a1e54a653f4,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000012,1000,2025,1,HNL,24.6600,36.8300,23.2400,23.8500,21.8200,21.8200,21.8200,21.8200,23.0800,10.1700,21.8200,21.8200,f,f,f,c90cedc3-65fd-40d4-a027-7757d9b68e16
f29fa5d6-2a5b-4003-8ca0-30786cf3e931,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000013,1000,2025,1,USD,0.1668,0.1668,0.1668,0.1668,0.1668,0.0000,0.0000,0.1660,0.0000,0.1660,0.0000,0.1660,f,f,f,79deea65-bc97-440a-b344-cc0d1e569244
80b46b20-7f40-43eb-9b1d-4431e6ad3e9f,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000013,1000,2025,1,HNL,4.1500,4.1500,4.1500,4.1500,4.1500,0.0000,0.0000,4.1500,0.0000,4.1500,0.0000,4.1500,f,f,f,79deea65-bc97-440a-b344-cc0d1e569244
a923f5cd-01b6-42a1-9e67-2c275d94a9a4,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000013,4000,2025,1,USD,0.1624,0.1624,0.1624,0.1624,0.1624,0.1624,0.1616,0.1616,0.1616,0.1616,0.1616,0.1616,f,f,f,90ef3251-b3b5-4286-b17a-21508ca32e55
921e9ca0-d934-4b33-9995-286de657afdf,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000013,4000,2025,1,HNL,4.0400,4.0400,4.0400,4.0400,4.0400,4.0400,4.0400,4.0400,4.0400,4.0400,4.0400,4.0400,f,f,f,90ef3251-b3b5-4286-b17a-21508ca32e55
53c985cc-61f6-4dad-83c1-ece83d76047c,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000014,1000,2025,1,USD,18.6383,18.5905,18.6383,18.6383,18.2729,18.8819,19.0908,0.0000,0.0000,0.0000,18.5456,18.7460,f,f,f,2c2ba9de-e628-498e-af54-de008f7afa92
39febdf2-207e-4dac-a77f-c707a7e0e431,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000014,1000,2025,1,HNL,463.6400,462.4500,463.6400,463.6400,454.5500,469.7000,477.2700,0.0000,0.0000,0.0000,463.6400,468.6500,f,f,f,2c2ba9de-e628-498e-af54-de008f7afa92
a734db1d-ca49-42f4-a13b-f0b70169cedf,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000018,1000,2025,1,USD,1.0633,0.0000,1.0046,0.0000,0.0000,1.0934,0.0000,0.8988,1.5396,1.0464,0.9856,1.0784,f,f,f,2d7dcbea-3dd4-4fb4-80fc-b91a16cd15a8
fde7e02e-8790-400a-aec5-3d8764777b1f,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000018,1000,2025,1,HNL,26.4500,0.0000,24.9900,0.0000,0.0000,27.2000,0.0000,22.4700,38.4900,26.1600,24.6400,26.9600,f,f,f,2d7dcbea-3dd4-4fb4-80fc-b91a16cd15a8
50c2b735-6632-4dc7-b7e8-3d1634dd3a35,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000020,1000,2025,1,USD,3.4902,4.1820,5.0395,3.5549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4728,f,f,f,77ffe771-a32f-4e0a-a975-49bd23267851
27e79dd8-b34d-4a82-b520-cbc720bb3da2,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000020,1000,2025,1,HNL,86.8200,104.0300,125.3600,88.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,f,f,f,77ffe771-a32f-4e0a-a975-49bd23267851
004abca6-c77d-4b71-9523-e7d04d4c5a52,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000021,1000,2025,1,USD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2088,2.2880,f,f,f,9b2a5e24-df09-4a4e-b550-453a188f5967
e79b1463-2e1d-4a65-b357-0d61faadf398,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000021,1000,2025,1,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.2200,57.2000,f,f,f,9b2a5e24-df09-4a4e-b550-453a188f5967
6de08004-14c2-4f55-ac3e-59baef66985f,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000023,1000,2025,1,USD,1.8838,1.8838,1.8271,1.8271,1.8271,1.7620,1.8180,1.7948,0.0000,1.8180,1.8180,1.9496,f,f,f,010f5390-f9ab-41cc-8995-79883f17f860
402bcd1e-7224-4aa6-a9a0-53b0910668b5,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000023,1000,2025,1,HNL,46.8600,46.8600,45.4500,45.4500,45.4500,43.8300,45.4500,44.8700,0.0000,45.4500,45.4500,48.7400,f,f,f,010f5390-f9ab-41cc-8995-79883f17f860
729581a1-bfa0-481b-91b2-4dc5ab8ba2d7,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000025,1000,2025,1,USD,0.0000,0.0000,0.0000,0.0000,2.7408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7272,f,f,f,1ef0c7ae-5b88-4d2d-a4d9-c51bbcbfc779
7b4600fe-ba3d-49f9-b445-94dc439eb407,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000025,1000,2025,1,HNL,0.0000,0.0000,0.0000,0.0000,68.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.1800,f,f,f,1ef0c7ae-5b88-4d2d-a4d9-c51bbcbfc779
b47b70e3-8ccc-4a6b-8c4b-cbb2e7a40d2c,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000027,1000,2025,1,USD,0.0000,0.0000,0.0000,0.0000,1.2792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2728,f,f,f,7929a864-513a-4eb9-b5ad-6320cee80b24
ec21d610-b0e2-4067-b3fa-fb01c67d81db,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000027,1000,2025,1,HNL,0.0000,0.0000,0.0000,0.0000,31.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.8200,f,f,f,7929a864-513a-4eb9-b5ad-6320cee80b24
0a9b1193-92ca-4c7c-8ada-fcdde720ec37,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000032,1000,2025,1,USD,2.0832,0.0000,0.0000,0.0000,0.0000,2.0832,2.0728,2.0728,0.0000,0.0000,0.0000,2.2196,f,f,f,a246ea9d-cb65-4bdd-a984-4d6b4e0c1fc9
38d918ec-6da1-43fe-9533-376aefdcd386,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000032,1000,2025,1,HNL,51.8200,0.0000,0.0000,0.0000,0.0000,51.8200,51.8200,51.8200,0.0000,0.0000,0.0000,55.4900,f,f,f,a246ea9d-cb65-4bdd-a984-4d6b4e0c1fc9
7e6c788e-ac7d-4633-9b9f-fb4cd470211a,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000034,1000,2025,1,USD,0.4020,0.4020,0.4020,0.3891,0.5628,0.3678,0.3652,0.3500,0.3520,0.3520,0.3912,0.4632,f,f,f,f773bdc3-f371-4e8f-92a8-eba1e639abfa
49fc4791-c0df-4ff6-9494-e1cf35619cac,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000034,1000,2025,1,HNL,10.0000,10.0000,10.0000,9.6800,14.0000,9.1500,9.1300,8.7500,8.8000,8.8000,9.7800,11.5800,f,f,f,f773bdc3-f371-4e8f-92a8-eba1e639abfa
a2b41ca2-2a93-4f36-90cc-f077d439e282,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000035,1000,2025,1,USD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6472,0.0000,0.0000,1.6472,f,f,f,6ba7506d-f2cb-45cf-9cff-280a3904f115
6bfad2f9-be98-4c6a-8df8-668339a887e3,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000035,1000,2025,1,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.1800,0.0000,0.0000,41.1800,f,f,f,6ba7506d-f2cb-45cf-9cff-280a3904f115
c31d1176-ce1e-4795-8564-f9e2eb7d79d3,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000036,1000,2025,1,USD,0.1873,0.1841,0.1809,0.1729,0.1930,0.1628,0.1920,0.1828,0.1868,0.1920,0.0000,0.1920,f,f,f,baef2f66-ebec-4cf2-9e40-529763cfc096
6186e053-655d-4518-b345-344092d38c1b,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000036,1000,2025,1,HNL,4.6600,4.5800,4.5000,4.3000,4.8000,4.0500,4.8000,4.5700,4.6700,4.8000,0.0000,4.8000,f,f,f,baef2f66-ebec-4cf2-9e40-529763cfc096
628e419e-aa69-4631-807b-d2477cbbb124,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000037,1000,2025,1,USD,2.2657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2544,f,f,f,e2b94e2f-9090-4959-a431-c1058ca96c53
36f3756a-635d-47d5-a758-4e19ee765231,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000037,1000,2025,1,HNL,56.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.3600,f,f,f,e2b94e2f-9090-4959-a431-c1058ca96c53
084771b0-63b5-4af2-b5a3-4eaa049e6261,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000038,1000,2025,1,USD,0.2919,0.2919,0.2923,0.2919,0.2923,0.2923,0.2908,0.2908,0.2908,0.2908,0.2912,0.2944,f,f,f,3eaeb08d-90ae-4dd0-8b3d-22c2f6137142
9da9c27c-3218-41f8-ae3b-c7274a6daa24,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000038,1000,2025,1,HNL,7.2600,7.2600,7.2700,7.2600,7.2700,7.2700,7.2700,7.2700,7.2700,7.2700,7.2800,7.3600,f,f,f,3eaeb08d-90ae-4dd0-8b3d-22c2f6137142
fb50dbc8-e43c-470a-973c-f1f51374cad5,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000040,1000,2025,1,USD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1364,0.0000,0.0000,1.1364,f,f,f,18cdbdff-6c55-4de0-86ae-163f0e1926d9
cf690a38-7871-47fa-ad70-6a4582b0211e,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000040,1000,2025,1,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.4100,0.0000,0.0000,28.4100,f,f,f,18cdbdff-6c55-4de0-86ae-163f0e1926d9
856af0a1-c00e-4c21-b42b-cc3051e3b1b6,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000041,1000,2025,1,USD,12.4254,12.4254,12.4254,12.4254,12.4254,12.4254,12.3636,12.3636,12.3636,12.3636,12.3636,12.3636,f,f,f,fd0621da-a84a-4403-b0b7-7c0d9f82cab6
4b132114-3791-4299-b6b0-70f72d2e497d,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000041,1000,2025,1,HNL,309.0900,309.0900,309.0900,309.0900,309.0900,309.0900,309.0900,309.0900,309.0900,309.0900,309.0900,309.0900,f,f,f,fd0621da-a84a-4403-b0b7-7c0d9f82cab6
3504c07c-69a2-4206-8993-227a3dbe65fb,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000042,1000,2025,1,USD,2.8140,2.8019,3.0697,2.9036,2.8482,2.7702,2.7236,2.8340,2.8892,2.8228,3.0544,2.9640,f,f,f,206ae5c2-4379-4537-b0a8-c48e42ed7d30
ff0f082a-4d46-4dba-b214-5f0914cc59e5,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000042,1000,2025,1,HNL,70.0000,69.7000,76.3600,72.2300,70.8500,68.9100,68.0900,70.8500,72.2300,70.5700,76.3600,74.1000,f,f,f,206ae5c2-4379-4537-b0a8-c48e42ed7d30
b5079b91-ae5a-44c4-aeab-802bf50c3e02,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000044,1000,2025,1,USD,6.7608,0.0000,6.7608,0.0000,0.0000,6.7608,0.0000,6.7272,0.0000,6.7272,6.7272,6.7272,f,f,f,eaec0500-cb38-4b64-8c7a-c030c3aae052
9e6d9bda-e37c-444c-bbf1-69bd9aa993ff,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000044,1000,2025,1,HNL,168.1800,0.0000,168.1800,0.0000,0.0000,168.1800,0.0000,168.1800,0.0000,168.1800,168.1800,168.1800,f,f,f,eaec0500-cb38-4b64-8c7a-c030c3aae052
ff921045-96c4-4ace-98c9-d092bccc0a71,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000045,1000,2025,1,USD,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2108,0.0000,3.2108,f,f,f,c1b29883-e95e-49ee-a24a-86e81080417f
5fd8c516-9e97-4f8c-98e7-744b3c308af3,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000045,1000,2025,1,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.2700,0.0000,80.2700,f,f,f,c1b29883-e95e-49ee-a24a-86e81080417f
3b7554ed-c0a7-480a-8e7d-8ef6b48064d7,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000053,1000,2025,1,USD,2.7593,2.7593,0.0000,2.7593,2.7593,2.7593,2.7456,0.0000,2.7456,2.7592,0.0000,2.8740,f,f,f,86b1b5c8-d7c8-47cc-9e08-73553a078d2d
a1dd5c41-ffb2-45de-91b4-cd4e23a3ec4e,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000053,1000,2025,1,HNL,68.6400,68.6400,0.0000,68.6400,68.6400,68.6400,68.6400,0.0000,68.6400,68.9800,0.0000,71.8500,f,f,f,86b1b5c8-d7c8-47cc-9e08-73553a078d2d
cb720e94-1765-4b8d-93a4-6fd7ff8c7a78,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000057,1000,2025,1,USD,2.4120,1.9521,1.6643,1.6329,2.3280,1.5815,2.2500,1.3032,2.2500,2.2524,2.1340,1.6276,f,f,f,8bc7f1d6-1914-4736-892e-f5893123e3dc
3dd1eec8-5dca-4295-874a-d0afec81c3d1,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000057,1000,2025,1,HNL,60.0000,48.5600,41.4000,40.6200,57.9100,39.3400,56.2500,32.5800,56.2500,56.3100,53.3500,40.6900,f,f,f,8bc7f1d6-1914-4736-892e-f5893123e3dc
56a1978c-56a7-487e-b2dc-e2355f30633f,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000059,1000,2025,1,USD,6.3416,0.0000,6.3416,6.3416,6.3416,0.0000,0.0000,6.3100,6.3100,6.3100,0.0000,6.3100,f,f,f,1e30241a-641c-4366-8fd1-12ff51a9aed8
14757991-8d15-4843-9bbf-563209281d8b,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000059,1000,2025,1,HNL,157.7500,0.0000,157.7500,157.7500,157.7500,0.0000,0.0000,157.7500,157.7500,157.7500,0.0000,157.7500,f,f,f,1e30241a-641c-4366-8fd1-12ff51a9aed8
2a354d4f-0b7f-41b0-a84a-28d9eebc3e12,2025-09-03 15:38:47.23,DEVELOPER,2025-09-03 15:38:47.23,DEVELOPER,10000060,1000,2025,1,USD,13.5478,13.5478,0.0000,13.5478,13.5478,13.5478,0.0000,13.4804,0.0000,13.4804,13.4804,13.4804,f,f,f,275f9e41-10d5-4868-bb8a-8fbaedccd26d
