id,createdat,createdby,modifiedat,modifiedby,material_producto_codigo,material_centrologistico_codigo,centrocosto_codigo,mensaje,tipohojaruta,grupohojaruta,contador,cantidadbase,fechainicivalidez,nodo,operacion,idobjeto,textobreveop,cantidadbaseop,claseactividad1,unvalorprefijado1,datoprefijado1,claseactividad2,unvalorprefijado2,datoprefijado2,claseactividad3,unvalorprefijado3,datoprefijado3,relevacalculocosto,puestotrabajo,centroob,unimedidaoperacion,historico
a8c5712d-728d-472c-b68d-411385580ac3,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000015,4000,1131700002,,N,50000541,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
ef3645ec-218e-4aef-8972-7bdef9030c2d,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000014,4000,1131700002,,N,50000542,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
49ff9050-dddd-4dc3-8d92-f433972425ec,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000013,4000,1131200002,,N,50000543,00000000,100.000,20150101,00000003,0030,10000170,Deshuese,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,DESHUESE,4000,LB,t
b53788a1-2950-44e1-93ea-b0868cbe9a81,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000013,4000,1131600001,,N,50000543,00000000,100.000,20150101,00000004,0040,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
46a267ff-84b3-4ec9-8075-9f35ed724f3a,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000013,4000,1131700001,,N,50000543,00000000,100.000,20150101,00000005,0050,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
102e24da-9b4a-4a55-971f-88c44aa6cf04,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000012,4000,1131700002,,N,50000544,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
cc6a2389-8ce2-4e36-8415-bd0f8b1b2fd4,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000011,4000,1131100001,,N,50000545,00000000,100.000,20150101,00000001,0010,10000167,Pollo Beneficiado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,BENEFICI,4000,LB,t
0751f41c-efd1-487d-87bd-6aefb1e2f72b,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000011,4000,1131300001,,N,50000545,00000000,100.000,20150101,00000002,0020,10000175,Tenderizado,10000.0000,"","",8.0000,"",%,32.0000,"","",0.0000,X,TENDER,4000,LB,t
5b613484-927c-484b-be39-bc3bc590b360,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000011,4000,1131600001,,N,50000545,00000000,100.000,20150101,00000003,0030,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
bb5081a1-f81d-4bae-999a-82acf2611ee8,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000011,4000,1131700001,,N,50000545,00000000,100.000,20150101,00000004,0040,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
7b3c7e71-e6e0-42c6-9d53-6a3059e861f7,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000010,4000,1131700002,,N,50000546,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
f98d6065-e5eb-468c-ba8c-567765f720ab,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000009,4000,1131100001,,N,50000547,00000000,100.000,20150101,00000001,0010,10000167,Pollo Beneficiado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,BENEFICI,4000,LB,t
9466106f-2cdd-4994-84cf-11cb7646d982,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000009,4000,1131300001,,N,50000547,00000000,100.000,20150101,00000002,0020,10000175,Tenderizado,10000.0000,"","",8.0000,"",%,32.0000,"","",0.0000,X,TENDER,4000,LB,t
67265b48-204f-4635-8b2e-848fd71b7f90,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000009,4000,1131600001,,N,50000547,00000000,100.000,20150101,00000003,0030,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
7a87dff7-f971-4ce5-94ec-5e5e96935855,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000009,4000,1131700001,,N,50000547,00000000,100.000,20150101,00000004,0040,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
3e65cf78-71ca-46ae-8b47-18c64a3ae83b,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000008,4000,1131700002,,N,50000548,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
d59c524f-14ee-49d1-9452-222939c71edd,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000007,4000,1131100001,,N,50000549,00000000,100.000,20150101,00000005,0030,10000167,Pollo Beneficiado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,BENEFICI,4000,LB,t
a6967f07-6b64-4400-9c54-01ed04664273,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000007,4000,1131300001,,N,50000549,00000000,100.000,20150101,00000006,0040,10000175,Tenderizado,10000.0000,"","",8.0000,"",%,32.0000,"","",0.0000,X,TENDER,4000,LB,t
50f0f694-36c3-44ba-b2e1-0867b2b391ae,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000007,4000,1131600001,,N,50000549,00000000,100.000,20150101,00000007,0050,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
31f83309-7937-4259-9060-59ed927280e6,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000007,4000,1131700001,,N,50000549,00000000,100.000,20150101,00000008,0060,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
ab6a8348-336b-4983-a8b2-eff295e39066,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000006,4000,1131700002,,N,50000550,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
717a633e-68cf-4ded-9003-3a3f008cda52,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000005,4000,1131100001,,N,50000551,00000000,100.000,20150101,00000001,0010,10000167,Pollo Beneficiado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,BENEFICI,4000,LB,t
82189f3c-ef17-484f-bd93-5c4c107ee047,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000005,4000,1131300001,,N,50000551,00000000,100.000,20150101,00000002,0020,10000175,Tenderizado,10000.0000,"","",8.0000,"",%,30.0000,"","",0.0000,X,TENDER,4000,LB,t
eebff75a-1d94-4a9c-a171-579279af0481,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000005,4000,1131600001,,N,50000551,00000000,100.000,20150101,00000003,0030,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
986fa2fe-9608-483a-930b-f28dd3d697b4,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000005,4000,1131700001,,N,50000551,00000000,100.000,20150101,00000004,0040,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
9c925184-6c14-4b8d-9114-5edcce16899d,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000004,4000,1131700002,,N,50000552,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
29087041-ec5e-41d9-b9d8-4b4aef9450db,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,21000037,4000,1131700002,,N,50000454,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
ae9d826a-95e1-45df-8371-9dc85dcc7ad6,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,21000036,4000,1131200001,,N,50000455,00000000,100.000,20150101,00000001,0010,10000169,Corte,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CORTE,4000,LB,t
82597bda-2e97-4358-a773-c2b45e754ca9,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,21000036,4000,1131200002,,N,50000455,00000000,100.000,20150101,00000002,0020,10000170,Deshuese,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,DESHUESE,4000,LB,t
86ed74fe-3cfa-40ac-8a2a-9ce054802c5b,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,21000036,4000,1131600001,,N,50000455,00000000,100.000,20150101,00000003,0030,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
14b5d85d-bc88-438c-8293-6e5f79401578,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,21000036,4000,1131700001,,N,50000455,00000000,100.000,20150101,00000004,0040,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
51d808ad-958a-4794-9165-cb0f64e25568,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000003,4000,1131100001,,N,50000553,00000000,100.000,20150101,00000001,0010,10000167,Pollo Beneficiado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,BENEFICI,4000,LB,t
382a98be-24c1-43e4-9381-e86a057b368a,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000003,4000,1131300001,,N,50000553,00000000,100.000,20150101,00000002,0020,10000175,Tenderizado,10000.0000,"","",8.0000,"",%,24.0000,"","",0.0000,X,TENDER,4000,LB,t
4a3385dd-5ac4-495a-bb71-73d638ceff36,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000003,4000,1131600001,,N,50000553,00000000,100.000,20150101,00000003,0030,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
6c7ab718-55e7-425b-8cc1-38084b078589,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000003,4000,1131700001,,N,50000553,00000000,100.000,20150101,00000004,0040,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
9d8460f8-817f-49f2-b78e-f9a35a8f5c69,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000002,4000,1131700002,,N,50000554,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
754b9bdf-fbe1-46de-ab97-cae661f2e604,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000001,4000,1131700002,,N,50000555,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
ea278c59-5731-42be-8ce2-c952a9c3e0b1,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000000,4000,1131700002,,N,50000556,00000000,100.000,20150101,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
5a286a68-1bfa-4be7-88bd-3ad2795530ce,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,12000021,1000,1132000002,,N,50000634,00000000,100.000,20180101,00000001,0010,10000000,Molienda y Mezclado,50.0000,"","",1.0000,"",HRA,0.0000,"","",0.0000,X,MOLMEZ,1000,QQI,t
cb0aa00f-807c-4da3-afd2-67fdea7fa974,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,12000022,1000,1132000002,,N,50000635,00000000,100.000,20180101,00000001,0010,10000000,Molienda y Mezclado,50.0000,"","",1.0000,"",HRA,0.0000,"","",0.0000,X,MOLMEZ,1000,QQI,t
b21e5d87-8532-4c70-93d9-1bd4457735a0,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,12000023,1000,1132000002,,N,50000636,00000000,100.000,20180101,00000001,0010,10000000,Molienda y Mezclado,50.0000,"","",1.0000,"",HRA,0.0000,"","",0.0000,X,MOLMEZ,1000,QQI,t
9307463c-eaad-428a-b59c-115518b66141,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,12000024,1000,1132000002,,N,50000637,00000000,100.000,20180101,00000001,0010,10000000,Molienda y Mezclado,50.0000,"","",1.0000,"",HRA,0.0000,"","",0.0000,X,MOLMEZ,1000,QQI,t
052c454c-1cca-480b-9aa7-451623afcfce,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000020,4000,1131100001,,N,50000643,00000000,100.000,20180628,00000001,0010,10000167,Pollo Beneficiado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,BENEFICI,4000,LB,t
7e9c0b6d-a115-4d61-bb8c-d4d21ef2a65d,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000020,4000,1131300001,,N,50000643,00000000,100.000,20180628,00000002,0020,10000175,Tenderizado,10000.0000,"","",8.0000,"",%,34.0000,"","",0.0000,X,TENDER,4000,LB,t
d1379ee8-1fba-4658-8924-13a4d831455b,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000020,4000,1131600001,,N,50000643,00000000,100.000,20180628,00000003,0030,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
c1dbd460-008b-4da0-9254-72f121586058,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000020,4000,1131700001,,N,50000643,00000000,100.000,20180628,00000004,0040,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
2d2df57e-d135-4693-af6a-065569b14032,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000022,4000,1131100001,,N,50000644,00000000,100.000,20180703,00000001,0010,10000167,Pollo Beneficiado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,BENEFICI,4000,LB,t
5738ebb4-6c21-4f57-a7d6-02a767601086,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000022,4000,1131300001,,N,50000644,00000000,100.000,20180703,00000002,0020,10000175,Tenderizado,10000.0000,"","",8.0000,"",%,25.0000,"","",0.0000,X,TENDER,4000,LB,t
1c257a71-994c-4cf5-b1b3-551126e56c01,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000022,4000,1131600001,,N,50000644,00000000,100.000,20180703,00000003,0030,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
efbe8835-9d9f-4a21-a802-d41eea5510a6,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000022,4000,1131700001,,N,50000644,00000000,100.000,20180703,00000004,0040,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
51330305-536f-4087-b6bd-f85aee44aa6c,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000031,4000,1131700002,,N,50000646,00000000,100.000,20180806,00000001,0010,10000168,Congelado,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,CONGELA,4000,LB,t
81e93d99-3153-4052-a198-36ae52b033f4,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000040,4000,1131300002,,N,50000647,00000000,100.000,20181010,00000003,0030,10000176,Tumbler,10000.0000,"","",8.0000,"",%,0.0000,"","",0.0000,X,TUMBLER,4000,LB,t
67937df3-898b-4778-9df7-e3b63fac147f,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000040,4000,1131600001,,N,50000647,00000000,100.000,20181010,00000004,0040,10000171,Empaque,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,EMPAQUE,4000,LB,t
3565e70d-fc81-4412-b72d-eedf8f676b52,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,19000040,4000,1131700001,,N,50000647,00000000,100.000,20181010,00000005,0050,10000173,Fresco,10000.0000,"","",8.0000,"","",0.0000,"","",0.0000,X,FRESCO,4000,LB,t
8a136d3b-381a-4c2c-bd9d-b0268719f7de,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,12000030,1000,1132000002,,N,50000648,00000000,100.000,20181128,00000001,0010,10000000,Molienda y Mezclado,50.0000,"","",1.0000,"",HRA,0.0000,"","",0.0000,X,MOLMEZ,1000,QQI,t
1e5e91ea-6f4a-4041-a0a3-08b625eb7d37,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,12000030,1000,1132000003,,N,50000648,00000000,100.000,20181128,00000002,0020,10000001,Ensacado,50.0000,"","",1.0000,"",HRA,0.0000,"","",0.0000,X,SACO,1000,QQI,t
30204b18-5733-40e4-bab7-cad16a501c08,2025-08-27 22:33:16.238,DBULNES,2025-08-27 22:33:16.238,DBULNES,12000040,1000,1132000002,,N,50000668,00000000,100.000,20190201,00000001,0010,10000000,Molienda y Mezclado,50.0000,"","",1.0000,"",HRA,0.0000,"","",0.0000,X,MOLMEZ,1000,QQI,t
